stats_id,challenge_id,difficulty_id,health,attack,war3_armor,attack_speed,move_speed,attack_range,magic_resistance,enabled,notes
"hunt_01_N1","hunt_01","N1","270000000","4500002","2998","1","280","160","0","1","神兵碎片sheet序号1，boss属性原文：血量 2.7亿 / 攻击力 4500002 / 护甲 2998  下边只写数字了；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_01_N2","hunt_01","N2","270000000","4500002","2998","1","280","160","0","1","神兵碎片sheet序号1，boss属性原文：血量 2.7亿 / 攻击力 4500002 / 护甲 2998  下边只写数字了；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_01_N3","hunt_01","N3","270000000","4500002","2998","1","280","160","0","1","神兵碎片sheet序号1，boss属性原文：血量 2.7亿 / 攻击力 4500002 / 护甲 2998  下边只写数字了；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_01_N4","hunt_01","N4","270000000","4500002","2998","1","280","160","0","1","神兵碎片sheet序号1，boss属性原文：血量 2.7亿 / 攻击力 4500002 / 护甲 2998  下边只写数字了；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_01_N5","hunt_01","N5","270000000","4500002","2998","1","280","160","0","1","神兵碎片sheet序号1，boss属性原文：血量 2.7亿 / 攻击力 4500002 / 护甲 2998  下边只写数字了；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_01_N6","hunt_01","N6","270000000","4500002","2998","1","280","160","0","1","神兵碎片sheet序号1，boss属性原文：血量 2.7亿 / 攻击力 4500002 / 护甲 2998  下边只写数字了；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_01_N7","hunt_01","N7","270000000","4500002","2998","1","280","160","0","1","神兵碎片sheet序号1，boss属性原文：血量 2.7亿 / 攻击力 4500002 / 护甲 2998  下边只写数字了；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_01_N8","hunt_01","N8","270000000","4500002","2998","1","280","160","0","1","神兵碎片sheet序号1，boss属性原文：血量 2.7亿 / 攻击力 4500002 / 护甲 2998  下边只写数字了；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_01_N9","hunt_01","N9","270000000","4500002","2998","1","280","160","0","1","神兵碎片sheet序号1，boss属性原文：血量 2.7亿 / 攻击力 4500002 / 护甲 2998  下边只写数字了；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_01_N10","hunt_01","N10","270000000","4500002","2998","1","280","160","0","1","神兵碎片sheet序号1，boss属性原文：血量 2.7亿 / 攻击力 4500002 / 护甲 2998  下边只写数字了；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_02_N1","hunt_02","N1","330000000","5500002","3498","1","280","160","0","1","神兵碎片sheet序号2，boss属性原文：3.3亿 / 5500002 / 3498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_02_N2","hunt_02","N2","330000000","5500002","3498","1","280","160","0","1","神兵碎片sheet序号2，boss属性原文：3.3亿 / 5500002 / 3498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_02_N3","hunt_02","N3","330000000","5500002","3498","1","280","160","0","1","神兵碎片sheet序号2，boss属性原文：3.3亿 / 5500002 / 3498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_02_N4","hunt_02","N4","330000000","5500002","3498","1","280","160","0","1","神兵碎片sheet序号2，boss属性原文：3.3亿 / 5500002 / 3498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_02_N5","hunt_02","N5","330000000","5500002","3498","1","280","160","0","1","神兵碎片sheet序号2，boss属性原文：3.3亿 / 5500002 / 3498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_02_N6","hunt_02","N6","330000000","5500002","3498","1","280","160","0","1","神兵碎片sheet序号2，boss属性原文：3.3亿 / 5500002 / 3498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_02_N7","hunt_02","N7","330000000","5500002","3498","1","280","160","0","1","神兵碎片sheet序号2，boss属性原文：3.3亿 / 5500002 / 3498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_02_N8","hunt_02","N8","330000000","5500002","3498","1","280","160","0","1","神兵碎片sheet序号2，boss属性原文：3.3亿 / 5500002 / 3498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_02_N9","hunt_02","N9","330000000","5500002","3498","1","280","160","0","1","神兵碎片sheet序号2，boss属性原文：3.3亿 / 5500002 / 3498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_02_N10","hunt_02","N10","330000000","5500002","3498","1","280","160","0","1","神兵碎片sheet序号2，boss属性原文：3.3亿 / 5500002 / 3498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_03_N1","hunt_03","N1","450000000","7500002","1998","1","280","160","0","1","神兵碎片sheet序号3，boss属性原文：4.5亿 / 7500002 / 1998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_03_N2","hunt_03","N2","450000000","7500002","1998","1","280","160","0","1","神兵碎片sheet序号3，boss属性原文：4.5亿 / 7500002 / 1998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_03_N3","hunt_03","N3","450000000","7500002","1998","1","280","160","0","1","神兵碎片sheet序号3，boss属性原文：4.5亿 / 7500002 / 1998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_03_N4","hunt_03","N4","450000000","7500002","1998","1","280","160","0","1","神兵碎片sheet序号3，boss属性原文：4.5亿 / 7500002 / 1998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_03_N5","hunt_03","N5","450000000","7500002","1998","1","280","160","0","1","神兵碎片sheet序号3，boss属性原文：4.5亿 / 7500002 / 1998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_03_N6","hunt_03","N6","450000000","7500002","1998","1","280","160","0","1","神兵碎片sheet序号3，boss属性原文：4.5亿 / 7500002 / 1998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_03_N7","hunt_03","N7","450000000","7500002","1998","1","280","160","0","1","神兵碎片sheet序号3，boss属性原文：4.5亿 / 7500002 / 1998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_03_N8","hunt_03","N8","450000000","7500002","1998","1","280","160","0","1","神兵碎片sheet序号3，boss属性原文：4.5亿 / 7500002 / 1998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_03_N9","hunt_03","N9","450000000","7500002","1998","1","280","160","0","1","神兵碎片sheet序号3，boss属性原文：4.5亿 / 7500002 / 1998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_03_N10","hunt_03","N10","450000000","7500002","1998","1","280","160","0","1","神兵碎片sheet序号3，boss属性原文：4.5亿 / 7500002 / 1998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_04_N1","hunt_04","N1","630000000","10500002","2498","1","280","160","0","1","神兵碎片sheet序号4，boss属性原文：6.3亿 / 10500002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_04_N2","hunt_04","N2","630000000","10500002","2498","1","280","160","0","1","神兵碎片sheet序号4，boss属性原文：6.3亿 / 10500002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_04_N3","hunt_04","N3","630000000","10500002","2498","1","280","160","0","1","神兵碎片sheet序号4，boss属性原文：6.3亿 / 10500002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_04_N4","hunt_04","N4","630000000","10500002","2498","1","280","160","0","1","神兵碎片sheet序号4，boss属性原文：6.3亿 / 10500002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_04_N5","hunt_04","N5","630000000","10500002","2498","1","280","160","0","1","神兵碎片sheet序号4，boss属性原文：6.3亿 / 10500002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_04_N6","hunt_04","N6","630000000","10500002","2498","1","280","160","0","1","神兵碎片sheet序号4，boss属性原文：6.3亿 / 10500002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_04_N7","hunt_04","N7","630000000","10500002","2498","1","280","160","0","1","神兵碎片sheet序号4，boss属性原文：6.3亿 / 10500002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_04_N8","hunt_04","N8","630000000","10500002","2498","1","280","160","0","1","神兵碎片sheet序号4，boss属性原文：6.3亿 / 10500002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_04_N9","hunt_04","N9","630000000","10500002","2498","1","280","160","0","1","神兵碎片sheet序号4，boss属性原文：6.3亿 / 10500002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_04_N10","hunt_04","N10","630000000","10500002","2498","1","280","160","0","1","神兵碎片sheet序号4，boss属性原文：6.3亿 / 10500002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_1_N1","cage_1","N1","420000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号1，怪物属性原文：4.2亿   15000002    2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_1_N2","cage_1","N2","420000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号1，怪物属性原文：4.2亿   15000002    2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_1_N3","cage_1","N3","420000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号1，怪物属性原文：4.2亿   15000002    2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_1_N4","cage_1","N4","420000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号1，怪物属性原文：4.2亿   15000002    2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_1_N5","cage_1","N5","420000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号1，怪物属性原文：4.2亿   15000002    2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_1_N6","cage_1","N6","420000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号1，怪物属性原文：4.2亿   15000002    2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_1_N7","cage_1","N7","420000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号1，怪物属性原文：4.2亿   15000002    2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_1_N8","cage_1","N8","420000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号1，怪物属性原文：4.2亿   15000002    2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_1_N9","cage_1","N9","420000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号1，怪物属性原文：4.2亿   15000002    2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_1_N10","cage_1","N10","420000000","15000002","2998","1","280","160","0","1","秘法牢笼sheet序号1，怪物属性原文：4.2亿   15000002    2998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_2_N1","cage_2","N1","630000000","21000002","3498","1","280","160","0","1","秘法牢笼sheet序号10，怪物属性原文：6.3亿  21000002   3498；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_2_N2","cage_2","N2","630000000","21000002","3498","1","280","160","0","1","秘法牢笼sheet序号10，怪物属性原文：6.3亿  21000002   3498；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_2_N3","cage_2","N3","630000000","21000002","3498","1","280","160","0","1","秘法牢笼sheet序号10，怪物属性原文：6.3亿  21000002   3498；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_2_N4","cage_2","N4","630000000","21000002","3498","1","280","160","0","1","秘法牢笼sheet序号10，怪物属性原文：6.3亿  21000002   3498；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_2_N5","cage_2","N5","630000000","21000002","3498","1","280","160","0","1","秘法牢笼sheet序号10，怪物属性原文：6.3亿  21000002   3498；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_2_N6","cage_2","N6","630000000","21000002","3498","1","280","160","0","1","秘法牢笼sheet序号10，怪物属性原文：6.3亿  21000002   3498；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_2_N7","cage_2","N7","630000000","21000002","3498","1","280","160","0","1","秘法牢笼sheet序号10，怪物属性原文：6.3亿  21000002   3498；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_2_N8","cage_2","N8","630000000","21000002","3498","1","280","160","0","1","秘法牢笼sheet序号10，怪物属性原文：6.3亿  21000002   3498；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_2_N9","cage_2","N9","630000000","21000002","3498","1","280","160","0","1","秘法牢笼sheet序号10，怪物属性原文：6.3亿  21000002   3498；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_2_N10","cage_2","N10","630000000","21000002","3498","1","280","160","0","1","秘法牢笼sheet序号10，怪物属性原文：6.3亿  21000002   3498；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_3_N1","cage_3","N1","840000000","28000002","3998","1","280","160","0","1","秘法牢笼sheet序号19，怪物属性原文：8.4亿  28000002  3998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_3_N2","cage_3","N2","840000000","28000002","3998","1","280","160","0","1","秘法牢笼sheet序号19，怪物属性原文：8.4亿  28000002  3998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_3_N3","cage_3","N3","840000000","28000002","3998","1","280","160","0","1","秘法牢笼sheet序号19，怪物属性原文：8.4亿  28000002  3998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_3_N4","cage_3","N4","840000000","28000002","3998","1","280","160","0","1","秘法牢笼sheet序号19，怪物属性原文：8.4亿  28000002  3998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_3_N5","cage_3","N5","840000000","28000002","3998","1","280","160","0","1","秘法牢笼sheet序号19，怪物属性原文：8.4亿  28000002  3998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_3_N6","cage_3","N6","840000000","28000002","3998","1","280","160","0","1","秘法牢笼sheet序号19，怪物属性原文：8.4亿  28000002  3998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_3_N7","cage_3","N7","840000000","28000002","3998","1","280","160","0","1","秘法牢笼sheet序号19，怪物属性原文：8.4亿  28000002  3998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_3_N8","cage_3","N8","840000000","28000002","3998","1","280","160","0","1","秘法牢笼sheet序号19，怪物属性原文：8.4亿  28000002  3998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_3_N9","cage_3","N9","840000000","28000002","3998","1","280","160","0","1","秘法牢笼sheet序号19，怪物属性原文：8.4亿  28000002  3998；按原表单位换算，各难度共用，其余属性保持现值。"
"cage_3_N10","cage_3","N10","840000000","28000002","3998","1","280","160","0","1","秘法牢笼sheet序号19，怪物属性原文：8.4亿  28000002  3998；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_05_N1","hunt_05","N1","1230000000","21000002","2498","1","280","160","0","1","神兵碎片sheet序号5，boss属性原文：12.3亿 / 21000002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_05_N2","hunt_05","N2","1230000000","21000002","2498","1","280","160","0","1","神兵碎片sheet序号5，boss属性原文：12.3亿 / 21000002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_05_N3","hunt_05","N3","1230000000","21000002","2498","1","280","160","0","1","神兵碎片sheet序号5，boss属性原文：12.3亿 / 21000002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_05_N4","hunt_05","N4","1230000000","21000002","2498","1","280","160","0","1","神兵碎片sheet序号5，boss属性原文：12.3亿 / 21000002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_05_N5","hunt_05","N5","1230000000","21000002","2498","1","280","160","0","1","神兵碎片sheet序号5，boss属性原文：12.3亿 / 21000002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_05_N6","hunt_05","N6","1230000000","21000002","2498","1","280","160","0","1","神兵碎片sheet序号5，boss属性原文：12.3亿 / 21000002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_05_N7","hunt_05","N7","1230000000","21000002","2498","1","280","160","0","1","神兵碎片sheet序号5，boss属性原文：12.3亿 / 21000002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_05_N8","hunt_05","N8","1230000000","21000002","2498","1","280","160","0","1","神兵碎片sheet序号5，boss属性原文：12.3亿 / 21000002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_05_N9","hunt_05","N9","1230000000","21000002","2498","1","280","160","0","1","神兵碎片sheet序号5，boss属性原文：12.3亿 / 21000002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_05_N10","hunt_05","N10","1230000000","21000002","2498","1","280","160","0","1","神兵碎片sheet序号5，boss属性原文：12.3亿 / 21000002 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_06_N1","hunt_06","N1","2520000000","42000000","2498","1","280","160","0","1","神兵碎片sheet序号6，boss属性原文：25.2亿 / 42000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_06_N2","hunt_06","N2","2520000000","42000000","2498","1","280","160","0","1","神兵碎片sheet序号6，boss属性原文：25.2亿 / 42000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_06_N3","hunt_06","N3","2520000000","42000000","2498","1","280","160","0","1","神兵碎片sheet序号6，boss属性原文：25.2亿 / 42000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_06_N4","hunt_06","N4","2520000000","42000000","2498","1","280","160","0","1","神兵碎片sheet序号6，boss属性原文：25.2亿 / 42000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_06_N5","hunt_06","N5","2520000000","42000000","2498","1","280","160","0","1","神兵碎片sheet序号6，boss属性原文：25.2亿 / 42000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_06_N6","hunt_06","N6","2520000000","42000000","2498","1","280","160","0","1","神兵碎片sheet序号6，boss属性原文：25.2亿 / 42000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_06_N7","hunt_06","N7","2520000000","42000000","2498","1","280","160","0","1","神兵碎片sheet序号6，boss属性原文：25.2亿 / 42000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_06_N8","hunt_06","N8","2520000000","42000000","2498","1","280","160","0","1","神兵碎片sheet序号6，boss属性原文：25.2亿 / 42000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_06_N9","hunt_06","N9","2520000000","42000000","2498","1","280","160","0","1","神兵碎片sheet序号6，boss属性原文：25.2亿 / 42000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_06_N10","hunt_06","N10","2520000000","42000000","2498","1","280","160","0","1","神兵碎片sheet序号6，boss属性原文：25.2亿 / 42000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_07_N1","hunt_07","N1","5040000000","84000000","2498","1","280","160","0","1","神兵碎片sheet序号7，boss属性原文：50.4亿 / 84000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_07_N2","hunt_07","N2","5040000000","84000000","2498","1","280","160","0","1","神兵碎片sheet序号7，boss属性原文：50.4亿 / 84000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_07_N3","hunt_07","N3","5040000000","84000000","2498","1","280","160","0","1","神兵碎片sheet序号7，boss属性原文：50.4亿 / 84000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_07_N4","hunt_07","N4","5040000000","84000000","2498","1","280","160","0","1","神兵碎片sheet序号7，boss属性原文：50.4亿 / 84000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_07_N5","hunt_07","N5","5040000000","84000000","2498","1","280","160","0","1","神兵碎片sheet序号7，boss属性原文：50.4亿 / 84000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_07_N6","hunt_07","N6","5040000000","84000000","2498","1","280","160","0","1","神兵碎片sheet序号7，boss属性原文：50.4亿 / 84000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_07_N7","hunt_07","N7","5040000000","84000000","2498","1","280","160","0","1","神兵碎片sheet序号7，boss属性原文：50.4亿 / 84000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_07_N8","hunt_07","N8","5040000000","84000000","2498","1","280","160","0","1","神兵碎片sheet序号7，boss属性原文：50.4亿 / 84000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_07_N9","hunt_07","N9","5040000000","84000000","2498","1","280","160","0","1","神兵碎片sheet序号7，boss属性原文：50.4亿 / 84000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_07_N10","hunt_07","N10","5040000000","84000000","2498","1","280","160","0","1","神兵碎片sheet序号7，boss属性原文：50.4亿 / 84000000 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_08_N1","hunt_08","N1","10080000000","168000000","2498","1","280","160","0","1","神兵碎片sheet序号8，boss属性原文：100.8亿 / 1.68亿 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_08_N2","hunt_08","N2","10080000000","168000000","2498","1","280","160","0","1","神兵碎片sheet序号8，boss属性原文：100.8亿 / 1.68亿 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_08_N3","hunt_08","N3","10080000000","168000000","2498","1","280","160","0","1","神兵碎片sheet序号8，boss属性原文：100.8亿 / 1.68亿 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_08_N4","hunt_08","N4","10080000000","168000000","2498","1","280","160","0","1","神兵碎片sheet序号8，boss属性原文：100.8亿 / 1.68亿 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_08_N5","hunt_08","N5","10080000000","168000000","2498","1","280","160","0","1","神兵碎片sheet序号8，boss属性原文：100.8亿 / 1.68亿 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_08_N6","hunt_08","N6","10080000000","168000000","2498","1","280","160","0","1","神兵碎片sheet序号8，boss属性原文：100.8亿 / 1.68亿 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_08_N7","hunt_08","N7","10080000000","168000000","2498","1","280","160","0","1","神兵碎片sheet序号8，boss属性原文：100.8亿 / 1.68亿 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_08_N8","hunt_08","N8","10080000000","168000000","2498","1","280","160","0","1","神兵碎片sheet序号8，boss属性原文：100.8亿 / 1.68亿 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
"hunt_08_N9","hunt_08","N9","10080000000","168000000","2498","1","280","160","0","1","神兵碎片sheet序号8，boss属性原文：100.8亿 / 1.68亿 / 2498；按原表单位换算，各难度共用，其余属性保持现值。"
