icon_id,category_id,item_id,display_name,source_table,source_key,icon_path,display_width,display_height,enabled,art_status
archive_friend_07_v2,friend,friend_07,宇智波佐助,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_07.png,93,74,1,generated_head_only_v2
archive_ex_04_v2,ex,ex_04,芙宁娜,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_04.png,93,74,1,generated_head_only_v2
archive_ex_05_v2,ex,ex_05,神里绫华,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_05.png,93,74,1,generated_head_only_v2
archive_ex_06_v2,ex,ex_06,2B,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_06.png,93,74,1,generated_head_only_v2
archive_ex_07_v2,ex,ex_07,春田,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_07.png,93,74,1,generated_head_only_v2
archive_beast_04_v2,beast,beast_04,定风珠,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_04.png,93,74,1,generated_review
archive_beast_05_v2,beast,beast_05,缚龙索,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_05.png,93,74,1,generated_review
archive_beast_06_v2,beast,beast_06,神火罩,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_06.png,93,74,1,generated_review
archive_beast_07_v2,beast,beast_07,琉璃瓶,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_07.png,93,74,1,generated_review
archive_star_blessing_004_v2,fishing,star_blessing_004,墨影,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_004.png,93,74,1,generated_review
archive_star_blessing_005_v2,fishing,star_blessing_005,雪沫,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_005.png,93,74,1,generated_review
archive_star_blessing_006_v2,fishing,star_blessing_006,素锦,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_006.png,93,74,1,generated_review
archive_star_blessing_007_v2,fishing,star_blessing_007,星子,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_007.png,93,74,1,generated_review
archive_building_04_v2,building,building_04,大剑,../存档系统/archive_building_items.csv,item_id,custom_game/archive_items_v2/building_04.png,93,74,1,generated_review
archive_building_05_v2,building,building_05,深渊之刃,../存档系统/archive_building_items.csv,item_id,custom_game/archive_items_v2/building_05.png,93,74,1,generated_review
archive_building_06_v2,building,building_06,板甲,../存档系统/archive_building_items.csv,item_id,custom_game/archive_items_v2/building_06.png,93,74,1,generated_review
archive_building_07_v2,building,building_07,秘法鞋,../存档系统/archive_building_items.csv,item_id,custom_game/archive_items_v2/building_07.png,93,74,1,generated_review
archive_shop_equipment_burning_blade_01_v2,shop,shop_equipment_burning_blade_01,灼热之刃LV1,../商店系统/shop_entries.csv,shop_entry_id,custom_game/archive_items_v2/shop_equipment_burning_blade_01.png,93,74,1,generated_review
archive_shop_equipment_iron_armor_01_v2,shop,shop_equipment_iron_armor_01,铁甲LV1,../商店系统/shop_entries.csv,shop_entry_id,custom_game/archive_items_v2/shop_equipment_iron_armor_01.png,93,74,1,generated_review
archive_shop_item_death_mask_v2,shop,shop_item_death_mask,死亡面罩,../商店系统/shop_entries.csv,shop_entry_id,custom_game/archive_items_v2/shop_item_death_mask.png,93,74,1,generated_review
archive_shop_item_small_polar_crystal_v2,shop,shop_item_small_polar_crystal,小极地晶石,../商店系统/shop_entries.csv,shop_entry_id,custom_game/archive_items_v2/shop_item_small_polar_crystal.png,93,74,1,generated_review
archive_lottery_wealth_crystal_v2,points,lottery_wealth_crystal,财富结晶,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_wealth_crystal.png,93,74,1,generated_review
archive_lottery_lumber_crystal_v2,points,lottery_lumber_crystal,伐木结晶,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_lumber_crystal.png,93,74,1,generated_review
archive_lottery_recovery_spirit_v2,points,lottery_recovery_spirit,回复精神,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_recovery_spirit.png,93,74,1,generated_review
archive_lottery_life_spirit_v2,points,lottery_life_spirit,生命精神,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_life_spirit.png,93,74,1,generated_review
archive_fragment_08_v2,fragment,fragment_08,神兵-龙爪弯钩,../存档系统/archive_fragment_definitions.csv,fragment_id,custom_game/archive_items_v2/fragment_08.png,93,74,1,generated_review
archive_fragment_09_v2,fragment,fragment_09,神兵-纯金之触,../存档系统/archive_fragment_definitions.csv,fragment_id,custom_game/archive_items_v2/fragment_09.png,93,74,1,generated_review
archive_fragment_10_v2,fragment,fragment_10,神兵-战鬼双刃,../存档系统/archive_fragment_definitions.csv,fragment_id,custom_game/archive_items_v2/fragment_10.png,93,74,1,generated_review
archive_fragment_11_v2,fragment,fragment_11,神兵-魔头之命,../存档系统/archive_fragment_definitions.csv,fragment_id,custom_game/archive_items_v2/fragment_11.png,93,74,1,generated_review
archive_fragment_12_v2,fragment,fragment_12,神兵-魔导师密钥,../存档系统/archive_fragment_definitions.csv,fragment_id,custom_game/archive_items_v2/fragment_12.png,93,74,1,generated_review
archive_cage_08_v2,pet,cage_08,疯狂呓语,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_08.png,93,74,1,generated_review
archive_cage_09_v2,pet,cage_09,黑龙之魂,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_09.png,93,74,1,generated_review
archive_cage_10_v2,pet,cage_10,红龙之牙,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_10.png,93,74,1,generated_review
archive_cage_11_v2,pet,cage_11,红龙之爪,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_11.png,93,74,1,generated_review
archive_cage_12_v2,pet,cage_12,新生龙卵,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_12.png,93,74,1,generated_review
archive_friend_08_v2,friend,friend_08,贝吉塔,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_08.png,93,74,1,generated_head_only_v2
archive_friend_09_v2,friend,friend_09,流川枫,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_09.png,93,74,1,generated_head_only_v2
archive_friend_10_v2,friend,friend_10,旗木卡卡西,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_10.png,93,74,1,generated_head_only_v2
archive_friend_11_v2,friend,friend_11,利威尔,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_11.png,93,74,1,generated_head_only_v2
archive_friend_12_v2,friend,friend_12,艾伦·耶格尔,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_12.png,93,74,1,generated_head_only_v2
archive_ex_08_v2,ex,ex_08,雏田,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_08.png,93,74,1,generated_head_only_v2
archive_ex_09_v2,ex,ex_09,纲手,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_09.png,93,74,1,generated_head_only_v2
archive_ex_10_v2,ex,ex_10,蒂法,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_10.png,93,74,1,generated_head_only_v2
archive_ex_11_v2,ex,ex_11,姬如雪,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_11.png,93,74,1,generated_head_only_v2
archive_ex_12_v2,ex,ex_12,爱蜜莉雅,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_12.png,93,74,1,generated_head_only_v2
archive_beast_08_v2,beast,beast_08,风雷翅,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_08.png,93,74,1,generated_review
archive_beast_09_v2,beast,beast_09,金蛟剪,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_09.png,93,74,1,generated_review
archive_beast_10_v2,beast,beast_10,乾坤图,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_10.png,93,74,1,generated_review
archive_beast_11_v2,beast,beast_11,杏黄旗,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_11.png,93,74,1,generated_review
archive_star_blessing_008_v2,fishing,star_blessing_008,寸渊,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_008.png,93,74,1,generated_review
archive_star_blessing_009_v2,fishing,star_blessing_009,秋毫,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_009.png,93,74,1,generated_review
archive_star_blessing_010_v2,fishing,star_blessing_010,逍遥,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_010.png,93,74,1,generated_review
archive_star_blessing_011_v2,fishing,star_blessing_011,从容,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_011.png,93,74,1,generated_review
archive_building_08_v2,building,building_08,狂战斧,../存档系统/archive_building_items.csv,item_id,custom_game/archive_items_v2/building_08.png,93,74,1,generated_review
archive_building_09_v2,building,building_09,雷神之锤,../存档系统/archive_building_items.csv,item_id,custom_game/archive_items_v2/building_09.png,93,74,1,generated_review
archive_shop_item_knowledge_book_v2,shop,shop_item_knowledge_book,知识之书,../商店系统/shop_entries.csv,shop_entry_id,custom_game/archive_items_v2/shop_item_knowledge_book.png,93,74,1,generated_review
archive_shop_item_super_knowledge_book_v2,shop,shop_item_super_knowledge_book,超级知识之书,../商店系统/shop_entries.csv,shop_entry_id,custom_game/archive_items_v2/shop_item_super_knowledge_book.png,93,74,1,generated_review
archive_shop_service_early_final_boss_v2,shop,shop_service_early_final_boss,提前通关,../商店系统/shop_entries.csv,shop_entry_id,custom_game/archive_items_v2/shop_service_early_final_boss.png,93,74,1,generated_review
archive_lottery_nature_spirit_v2,points,lottery_nature_spirit,自然精神,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_nature_spirit.png,93,74,1,generated_review
archive_lottery_sharp_spirit_v2,points,lottery_sharp_spirit,锋锐精神,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_sharp_spirit.png,93,74,1,generated_review
archive_lottery_divine_spirit_v2,points,lottery_divine_spirit,神赐精神,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_divine_spirit.png,93,74,1,generated_review
archive_lottery_universal_tool_v2,points,lottery_universal_tool,万能工具,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_universal_tool.png,93,74,1,generated_review
archive_lottery_gale_bow_v2,points,lottery_gale_bow,疾风弓,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_gale_bow.png,93,74,1,generated_review
archive_lottery_swift_emblem_v2,points,lottery_swift_emblem,快速纹章,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_swift_emblem.png,93,74,1,generated_review
archive_lottery_quick_dry_cement_v2,points,lottery_quick_dry_cement,速干水泥,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_quick_dry_cement.png,93,74,1,generated_review
archive_lottery_windspeed_bowstring_v2,points,lottery_windspeed_bowstring,风速弓弦,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_windspeed_bowstring.png,93,74,1,generated_review
archive_lottery_hippogryph_onslaught_v2,points,lottery_hippogryph_onslaught,角鹰魔攻,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_hippogryph_onslaught.png,93,74,1,generated_review
archive_cage_13_v2,pet,cage_13,红龙之血,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_13.png,93,74,1,generated_review
archive_cage_14_v2,pet,cage_14,生命精华,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_14.png,93,74,1,generated_review
archive_cage_15_v2,pet,cage_15,红龙之怒（疑似）,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_15.png,93,74,1,generated_review
archive_cage_16_v2,pet,cage_16,龙群·龙群号角（疑似）,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_16.png,93,74,1,generated_review
archive_cage_17_v2,pet,cage_17,龙血契约,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_17.png,93,74,1,generated_review
archive_cage_18_v2,pet,cage_18,红龙之魂,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_18.png,93,74,1,generated_review
archive_cage_19_v2,pet,cage_19,巨龙之牙,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_19.png,93,74,1,generated_review
archive_cage_20_v2,pet,cage_20,冰霜之爪,../存档系统/archive_cage_items.csv,item_id,custom_game/archive_items_v2/cage_20.png,93,74,1,generated_review
archive_friend_13_v2,friend,friend_13,黑崎一护,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_13.png,93,74,1,generated_head_only_v2
archive_friend_14_v2,friend,friend_14,灶门炭治郎,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_14.png,93,74,1,generated_head_only_v2
archive_friend_15_v2,friend,friend_15,五条悟,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_15.png,93,74,1,generated_head_only_v2
archive_friend_16_v2,friend,friend_16,坂田银时,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_16.png,93,74,1,generated_head_only_v2
archive_friend_17_v2,friend,friend_17,犬夜叉,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_17.png,93,74,1,generated_head_only_v2
archive_friend_18_v2,friend,friend_18,宇智波鼬,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_18.png,93,74,1,generated_head_only_v2
archive_friend_19_v2,friend,friend_19,埼玉,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_19.png,93,74,1,generated_head_only_v2
archive_friend_20_v2,friend,friend_20,鲁路修,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/friend_20.png,93,74,1,generated_head_only_v2
archive_ex_13_v2,ex,ex_13,雪乃,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_13.png,93,74,1,generated_head_only_v2
archive_ex_14_v2,ex,ex_14,罗宾,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_14.png,93,74,1,generated_head_only_v2
archive_ex_15_v2,ex,ex_15,薇尔莉特,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_15.png,93,74,1,generated_head_only_v2
archive_ex_16_v2,ex,ex_16,爱莉希雅,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_16.png,93,74,1,generated_head_only_v2
archive_ex_17_v2,ex,ex_17,符华,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_17.png,93,74,1,generated_head_only_v2
archive_ex_18_v2,ex,ex_18,琪亚娜,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_18.png,93,74,1,generated_head_only_v2
archive_ex_19_v2,ex,ex_19,银狼,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_19.png,93,74,1,generated_head_only_v2
archive_ex_20_v2,ex,ex_20,镜流,../存档系统/archive_social_items.csv,item_id,custom_game/archive_heads_v2/ex_20.png,93,74,1,generated_head_only_v2
archive_beast_12_v2,beast,beast_12,焰光旗,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_12.png,93,74,1,generated_review
archive_beast_13_v2,beast,beast_13,云界旗,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_13.png,93,74,1,generated_review
archive_beast_14_v2,beast,beast_14,控水旗,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_14.png,93,74,1,generated_review
archive_beast_15_v2,beast,beast_15,宝色旗,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_15.png,93,74,1,generated_review
archive_beast_16_v2,beast,beast_16,太极图,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_16.png,93,74,1,generated_review
archive_beast_17_v2,beast,beast_17,乾坤尺,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_17.png,93,74,1,generated_review
archive_beast_18_v2,beast,beast_18,业火红莲,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_18.png,93,74,1,generated_review
archive_beast_19_v2,beast,beast_19,混元金斗,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_19.png,93,74,1,generated_review
archive_beast_20_v2,beast,beast_20,定海珠,../存档系统/archive_social_items.csv,item_id,custom_game/archive_items_v2/beast_20.png,93,74,1,generated_review
archive_star_blessing_012_v2,fishing,star_blessing_012,沧浪,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_012.png,93,74,1,generated_review
archive_star_blessing_013_v2,fishing,star_blessing_013,碧虚,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_013.png,93,74,1,generated_review
archive_star_blessing_014_v2,fishing,star_blessing_014,澹然,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_014.png,93,74,1,generated_review
archive_star_blessing_015_v2,fishing,star_blessing_015,清晏,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_015.png,93,74,1,generated_review
archive_star_blessing_016_v2,fishing,star_blessing_016,云汀,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_016.png,93,74,1,generated_review
archive_star_blessing_017_v2,fishing,star_blessing_017,鲲息,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_017.png,93,74,1,generated_review
archive_star_blessing_018_v2,fishing,star_blessing_018,负天,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_018.png,93,74,1,generated_review
archive_star_blessing_019_v2,fishing,star_blessing_019,蓬莱,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_019.png,93,74,1,generated_review
archive_star_blessing_020_v2,fishing,star_blessing_020,龙骧,../存档系统/archive_fishing_items.csv,reward_id,custom_game/archive_items_v2/star_blessing_020.png,93,74,1,generated_review
archive_lottery_soul_devouring_blade_v2,points,lottery_soul_devouring_blade,噬魂灵剑,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_soul_devouring_blade.png,93,74,1,generated_review
archive_lottery_tower_retrofit_v2,points,lottery_tower_retrofit,箭塔改造,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_tower_retrofit.png,93,74,1,generated_review
archive_lottery_steel_wall_v2,points,lottery_steel_wall,钢铁城墙,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_steel_wall.png,93,74,1,generated_review
archive_lottery_gathering_grimoire_v2,points,lottery_gathering_grimoire,采集秘典,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_gathering_grimoire.png,93,74,1,generated_review
archive_lottery_gathering_divine_codex_v2,points,lottery_gathering_divine_codex,采集神典,../抽奖系统/lottery_item_definitions.csv,item_id,custom_game/archive_items_v2/lottery_gathering_divine_codex.png,93,74,1,generated_review
