item_id,display_name,item_type,duration_type,duration_text,description,quality,icon_type,icon,duplicate_points,exchange_points,exchange_enabled,effect_ids,effect_values,effect_status,source_row,enabled,review_status,notes
lottery_aaron_cannon,亚伦巨炮,积分道具,permanent,永久,伐木效率+1 箭塔攻速+15% 英雄攻速+15% 箭塔最终伤害+15% 英雄最终伤害+15% 星悦积分+30,ssr,item,item_mjollnir,400,2388,1,lumberjack_efficiency|tower_attack_speed_bonus_pct|hero_attack_speed_bonus_pct|tower_final_damage_bonus_pct|hero_final_damage_bonus_pct,1|15|15|15|15,implemented,31,1,needs_confirmation,原表标记低置信；名称与静态数值已按当前工作簿录入。
lottery_darksteel_wall,玄铁城墙,积分道具,permanent,永久,墙生命+5000 墙护甲+20 墙每秒生命+8 墙每秒护甲+0.1 星悦积分+30,ssr,item,item_crimson_guard,400,2388,1,wall_initial_health|wall_armor|wall_health_per_second|wall_armor_per_second,5000|20|8|0.1,implemented,32,1,ok,
lottery_lumber_legacy,伐木传承,积分道具,permanent,永久,伐木效率+2 人口+2 伐木工攻速+8% 星悦积分+30,ssr,item,item_ogre_axe,400,2388,1,lumberjack_efficiency|initial_population_cap|lumberjack_attack_speed_bonus_pct,2|2|8,implemented,33,1,ok,
lottery_titan_shield,泰坦巨盾,积分道具,permanent,永久,英雄生命值+50000 英雄全属性+3000 英雄护甲+100 星悦积分+30,ssr,item,item_daedalus,400,2388,1,hero_initial_health|hero_initial_attributes|hero_initial_armor,50000|3000|100,implemented,34,1,ok,
lottery_reincarnation_orb,轮回宝珠,积分道具,permanent,永久,伐木效率+3 英雄攻速+20% 英雄最终伤害+20% 箭塔攻击加成10% 墙生命加成+10% 英雄每次转生全属性加成+2% 星悦积分+200,ur,item,item_crimson_guard,1000,5000,1,lumberjack_efficiency|hero_attack_speed_bonus_pct|hero_final_damage_bonus_pct|tower_attack_bonus_pct|wall_health_bonus_pct|hero_rebirth_attribute_bonus_pct,3|20|20|10|10|2,implemented,35,1,ok,
lottery_time_orb,时间宝珠,积分道具,permanent,永久,伐木效率+3 金矿建造上限+1 防御塔攻击成长+1 英雄每秒属性+30 箭塔每秒攻击+30 击杀进攻boss后英雄攻击加成+2% 星悦积分+200,ur,item,item_mjollnir,1000,5000,1,lumberjack_efficiency|gold_mine_build_cap|tower_basic_attack_growth|hero_attributes_per_second|tower_attack_per_second,3|1|1|30|30,partial,36,1,ok,进攻Boss击杀后的动态攻击加成待地图Boss事件提供玩家归属。
lottery_divine_tower_blessing,神塔赐福,积分道具,permanent,永久,每秒木材+30 箭塔攻击加成+30% 箭塔攻击成长+3 箭塔木材攻击减甲+0.2 箭塔暴击几率+5% 箭塔暴击伤害+20% 星悦积分+200,ur,item,item_mjollnir,1000,5000,1,wood_per_second|tower_attack_bonus_pct|tower_basic_attack_growth|tower_attack_armor_reduction|tower_critical_chance_pct|tower_critical_damage_bonus_pct,30|30|3|0.2|5|20,implemented,37,1,needs_confirmation,原表标记低置信；名称与静态数值已按当前工作簿录入。
lottery_abundance_blessing,丰饶赐福,积分道具,permanent,永久,金矿收益+20% 伐木工攻速+15% 伐木工攻击成长+10 伐木效率+5 墙每秒生命+100 初始人口+3 星悦积分+200,ur,item,item_crimson_guard,1000,5000,1,gold_mine_yield_bonus_pct|lumberjack_attack_speed_bonus_pct|lumberjack_attack_growth|lumberjack_efficiency|wall_health_per_second|initial_population_cap,20|15|10|5|100|3,implemented,38,1,ok,
lottery_omniscience_blessing,全知赐福,积分道具,permanent,永久,伐木工攻速+20% 箭塔攻击成长+1 箭塔最终伤害+20% 箭塔攻击加成+10% 墙减伤+5% 每1级地图等级，墙生命加成+1% 墙每秒生命+5 星悦积分+200,ur,item,item_crimson_guard,1000,5000,1,lumberjack_attack_speed_bonus_pct|tower_basic_attack_growth|tower_final_damage_bonus_pct|tower_attack_bonus_pct|wall_damage_reduction_pct,20|1|20|10|5,implemented,39,1,ok,地图等级的城墙生命百分比与每秒生命派生效果已由独立规则表接入。
lottery_unbreakable_fortress,不破要塞,积分道具,permanent,永久,墙护甲+200 墙每秒护甲+0.1 英雄减伤+5% 英雄生命加成+30% 英雄生命加成+30%、英雄护甲加成+30% 星悦积分+200,ur,item,item_crimson_guard,1000,5000,1,wall_armor|wall_armor_per_second|hero_damage_reduction_pct|hero_health_bonus_pct|hero_armor_bonus_pct,200|0.1|5|60|30,implemented,40,1,ok,来源文本重复两次英雄生命加成+30%；按可叠加合计60%实现。
lottery_struggle_diary,奋斗日记,积分道具,permanent,永久,箭塔造成伤害攻击+10 箭塔攻击减甲+0.1 箭塔暴击几率+20% 箭塔暴击伤害+50% 上班福利增加20%积分获取 星悦积分+200,ur,item,item_mjollnir,1000,5000,1,tower_damage_attack_growth|tower_attack_armor_reduction|tower_critical_chance_pct|tower_critical_damage_bonus_pct,10|0.1|20|50,partial,41,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_chosen_hero,神选英雄,积分道具,permanent,永久,英雄攻击加成+8% 英雄三围加成+8% 箭塔攻击加成+8% 英雄造成伤害攻击+0.3*地图等级 英雄造成伤害三围+0.3*地图等级 箭塔造成伤害攻击+0.3*地图等级 星悦积分+200,ur,item,item_mjollnir,1000,5000,1,hero_attack_bonus_pct|hero_attribute_bonus_pct|tower_attack_bonus_pct,8|8|8,partial,42,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_chief_god_blessing,主神赐福,积分道具,permanent,永久,英雄造成伤害木材+5 英雄造成伤害攻击+5 英雄造成伤害三围+5 英雄攻击减甲+2 英雄最终伤害+20% 星悦积分+200,ur,item,item_ogre_axe,1000,5000,1,hero_damage_wood_flat|hero_damage_attack_growth|hero_attributes_per_damage|hero_attack_armor_reduction|hero_final_damage_bonus_pct,5|5|5|2|20,implemented,43,1,ok,
lottery_ember_of_legacy,薪火余烬,积分道具,permanent,永久,英雄攻击攻击+0.1 数量大于10：英雄每秒属性+100 数量大于50：英雄攻击全属性+100 数量大于100：最终伤害+10% 数量大于200：英雄攻击加成加成+30% 数量大于300：英雄全属性加成+30% 数量大于400：英雄攻击减甲+30 数量大于600：英雄攻击全属性+40 数量大于800：英雄最终伤害+120% 数量大于1000：英雄攻击减甲+50 数量大于1500：英雄攻击全属性+60,ur,item,item_daedalus,1000,5000,1,hero_basic_attack_growth,0.1,partial,44,1,ok,来源兑换价为58每个或5000每100个；抽奖重复规则下只持有1个且数量阈值暂不生效。
lottery_lumber_immortal,伐木仙人,积分道具,permanent,永久,伐木工效率+5 伐木工攻速+20% 每秒金币+100 每秒木材+100 地图等级+1 伐木工对树的伤害翻倍 开局获得一个桃木仙人 伐木工融合之后直接被桃木仙人吃掉且继承性格 这个功能可以先不做 这是为了游戏简洁做的 金矿也有合体金矿都先不做,ur,item,item_ogre_axe,1000,5000,1,lumberjack_efficiency|lumberjack_attack_speed_bonus_pct|gold_per_second|wood_per_second|map_level,5|20|100|100|1,partial,45,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_supreme_fishing_rod,极品钓鱼杆,积分道具,permanent,永久,箭塔造成伤害攻击+10 箭塔攻击减甲+0.1 箭塔攻击速度+30% 局内局外钓鱼时间缩短一倍 地图等级+1 星悦积分+88,ur,item,item_mjollnir,1000,5000,1,tower_damage_attack_growth|tower_attack_armor_reduction|tower_attack_speed_bonus_pct|map_level,10|0.1|30|1,partial,46,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_flame_wall,烈焰城墙,积分道具,permanent,永久,地图等级+1 墙护甲+500 墙每秒护甲+0.2 墙生命加成+30% 墙护甲加成+30% 墙每秒生命+100 城墙附带的灼烧每秒最大生命值1%的伤害（可以做成攻击反弹1%固定血量的伤害） 金矿上限数量+1 星悦积分+200,ur,item,item_crimson_guard,1000,5000,1,wall_armor|wall_armor_per_second|wall_health_bonus_pct|wall_armor_bonus_pct|wall_health_per_second|gold_mine_build_cap|map_level,500|0.2|30|30|100|1|1,partial,47,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_magical_girl_juggernaut,魔法少女（剑圣）,积分道具,permanent,永久,地图等级+1 英雄攻击减甲+10 英雄攻击攻击+10 英雄攻击全属性+10 英雄攻击全属性+10 英雄攻击化成+10% 英雄最终伤害+10% 解锁英雄：魔法少女 星悦积分+200 拥有剑圣和魔法少女时额外获得属性：英雄攻击获得属性提高30% 英雄全属性加成+30%，攻击减甲+20 减少0.1攻击间隔 开局自带1转技能,ur,item,item_daedalus,1000,5000,1,hero_attack_armor_reduction|hero_basic_attack_growth|hero_attribute_growth|hero_attack_bonus_pct|hero_final_damage_bonus_pct|map_level,10|10|20|10|10|1,partial,48,1,ok,英雄解锁、双英雄组合加成和开局一转技能需要独立英雄权益规则。
lottery_forest_burning_edge,焚林之锋,积分道具,permanent,永久,英雄开局获得成长之剑和铁甲（都是LV1 可以改成免费购买） 箭塔造成伤害攻击+20 箭塔最终伤害+30% 箭塔攻击减甲+0.5 英雄攻击减甲+10 英雄攻击全属性+10 英雄全属性加成+10% 星悦积分+200,ur,item,item_mjollnir,1000,5000,1,tower_damage_attack_growth|tower_final_damage_bonus_pct|tower_attack_armor_reduction|hero_attack_armor_reduction|hero_attribute_growth|hero_attribute_bonus_pct,20|30|0.5|10|10|10,partial,49,1,needs_confirmation,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_endless_growth_ring,无尽年轮,积分道具,permanent,永久,无尽年轮练功房消耗金币降低25% 英雄攻击获得属性提高10% 英雄最终伤害+10% 英雄攻击减甲+10 武器成长速度加倍 星悦积分+200,ur,item,item_ogre_axe,1000,5000,1,hero_attack_attribute_efficiency_pct|hero_final_damage_bonus_pct|hero_attack_armor_reduction,10|10|10,partial,50,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_lumber_fury,伐木之怒,积分道具,permanent,永久,1~7级农民上限+1（涉及到伐木工合体） 伐木工伐木收益+25% 每秒金币+100 每秒木材+500 伐木效率+10 金矿收益+10% 英雄造成伤害木材+5 星悦积分+200,ur,item,item_ogre_axe,1000,5000,1,lumberjack_harvest_yield_bonus_pct|gold_per_second|wood_per_second|lumberjack_efficiency|gold_mine_yield_bonus_pct|hero_damage_wood_flat,25|100|500|10|10|5,partial,51,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_candle_dragon_wing,烛龙之翼,积分道具,permanent,永久,英雄暴击几率+10% 英雄暴击伤害+100% 英雄最终伤害+20% 英雄全属性加成+10% 英雄攻击加成+10% 英雄攻击加成+10% 英雄攻击减甲+10 金矿上限数量+1 星悦积分+200,ur,item,item_ogre_axe,1000,5000,1,hero_critical_chance_pct|hero_critical_damage_bonus_pct|hero_final_damage_bonus_pct|hero_attribute_bonus_pct|hero_attack_bonus_pct|hero_attack_armor_reduction|gold_mine_build_cap,10|100|20|10|20|10|1,implemented,52,1,ok,来源文本英雄攻击加成+10%重复两次；按可叠加合计20%实现。
lottery_oak_bulwark,橡木壁垒,积分道具,permanent,永久,墙护甲+30 墙每秒护甲+0.1 墙生命加成+10% 墙护甲加成+10% 墙每秒生命+10 星悦积分+88,ssr,item,item_crimson_guard,400,2388,1,wall_armor|wall_armor_per_second|wall_health_bonus_pct|wall_armor_bonus_pct|wall_health_per_second,30|0.1|10|10|10,implemented,53,1,ok,
lottery_seed_of_all_wood,万木之种,积分道具,permanent,永久,金矿效率+10% 伐木效率+2 每秒金币+10 每秒木材+10 伐木工攻速+10% 星悦积分+88,ssr,item,item_ogre_axe,400,2388,1,gold_mine_efficiency_pct|lumberjack_efficiency|gold_per_second|wood_per_second|lumberjack_attack_speed_bonus_pct,10|2|10|10|10,implemented,54,1,ok,
lottery_sharpwood_tower_core,锐木塔源,积分道具,permanent,永久,箭塔攻速+15% 箭塔最终伤害+15% 箭塔攻击减甲+0.1 箭塔每秒攻击+20 箭塔造成伤害攻击+3 星悦积分+88,ssr,item,item_mjollnir,400,2388,1,tower_attack_speed_bonus_pct|tower_final_damage_bonus_pct|tower_attack_armor_reduction|tower_attack_per_second|tower_damage_attack_growth,15|15|0.1|20|3,implemented,55,1,ok,
lottery_hero_medal,英雄勋章,积分道具,permanent,永久,英雄攻击全属性+5 英雄全属性加成+8% 英雄攻击减甲+4 英雄攻击速度加成+10% 英雄最终伤害+10% 星悦积分+88,ssr,item,item_daedalus,400,2388,1,hero_attribute_growth|hero_attribute_bonus_pct|hero_attack_armor_reduction|hero_attack_speed_bonus_pct|hero_final_damage_bonus_pct,5|8|4|10|10,implemented,56,1,ok,
lottery_monkey_king,齐天大圣,积分道具,permanent,永久,地图等级+1 英雄攻击减甲+10 英雄攻击攻击+10 英雄攻击全属性+10 英雄攻击全属性+10 英雄攻击化成+10% 英雄最终伤害+10% 解锁英雄：魔法少女 星悦积分+200 拥有齐天大圣和剑圣时额外获得属性：英雄攻击获得属性提高30% 英雄全属性加成+30%，攻击减甲+20 减少0.1攻击间隔 开局自带一转技能,ur,item,item_daedalus,1000,5000,1,hero_attack_armor_reduction|hero_basic_attack_growth|hero_attribute_growth|hero_attack_bonus_pct|hero_final_damage_bonus_pct|map_level,10|10|20|10|10|1,partial,57,1,ok,英雄解锁、双英雄组合加成和开局一转技能需要独立英雄权益规则。
lottery_immortal_nirvana,不灭涅槃,积分道具,permanent,永久,英雄暴击伤害+100% 英雄最终伤害+20% 英雄全属性加成+20% 英雄攻击加成+20% 英雄攻击减甲+20 10转后额外获得5技能点数 星悦积分+200,ur,item,item_daedalus,1000,5000,1,hero_critical_damage_bonus_pct|hero_final_damage_bonus_pct|hero_attribute_bonus_pct|hero_attack_bonus_pct|hero_attack_armor_reduction,100|20|20|20|20,partial,58,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_soul_lock_box,锁魂匣,积分道具,permanent,永久,金矿收益+30% 伐木效率+20 伐木工攻速+20% 地图等级+1 金矿建造上限+1 每次获得宝物可获得一次刷新次数 星悦积分+200,ur,item,item_ogre_axe,1000,5000,1,gold_mine_yield_bonus_pct|lumberjack_efficiency|lumberjack_attack_speed_bonus_pct|gold_mine_build_cap|map_level,30|20|20|1|1,partial,59,1,needs_confirmation,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_sky_turning_seal,焕天印,积分道具,permanent,永久,英雄每秒属性+1000 英雄攻击加成+20% 英雄全属性加成+15% 英雄最终伤害+20% 英雄攻击减甲+15 星悦积分+200 对转生怪物造成额外50%伤害 每次选择技能获得一次刷新机会,ur,item,item_daedalus,1000,5000,1,hero_attributes_per_second|hero_attack_bonus_pct|hero_attribute_bonus_pct|hero_final_damage_bonus_pct|hero_attack_armor_reduction,1000|20|15|20|15,partial,60,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_heaven_devouring_pill,万噬通天丹,积分道具,permanent,永久,墙减伤+10% 墙护甲+500 墙每秒护甲+0.1 每秒金币+50 每秒木材+50 伐木工攻速+10% 伐木效率+15 金矿效率+15% 10转后获得一个吞噬天丹 可以吞噬一件魔导器（魔导器是啥还不知道 没氪金 后续再做吧） 星悦积分+200,ur,item,item_crimson_guard,1000,5000,1,wall_damage_reduction_pct|wall_armor|wall_armor_per_second|gold_per_second|wood_per_second|lumberjack_attack_speed_bonus_pct|lumberjack_efficiency|gold_mine_efficiency_pct,10|500|0.1|50|50|10|15|15,partial,61,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_heaven_reaching_tower_seal,通天塔印,积分道具,permanent,永久,英雄最终伤害+20% 箭塔最终伤害+20% 箭塔攻击加成+30% 箭塔攻击减甲+0.2 箭塔造成伤害加攻击+10 箭塔每秒攻击+50 箭塔暴击几率+10% 箭塔暴击伤害+100% 星悦积分+200 （可以消耗资源直接建造一个终极之塔）,ur,item,item_mjollnir,1000,5000,1,hero_final_damage_bonus_pct|tower_final_damage_bonus_pct|tower_attack_bonus_pct|tower_attack_armor_reduction|tower_damage_attack_growth|tower_attack_per_second|tower_critical_chance_pct|tower_critical_damage_bonus_pct,20|20|30|0.2|10|50|10|100,partial,62,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_sovereign_under_heaven,君临天下,积分道具,permanent,永久,英雄初始属性+1000000 英雄造成伤害加攻击+30 英雄暴击伤害+100% 英雄攻击减甲+15 英雄攻击全属性+15 英雄全属性加成+15% 英雄最终伤害+15% 英雄攻击间隔-0.03 星悦积分+200,ur,item,item_daedalus,1000,5000,1,hero_initial_attributes|hero_damage_attack_growth|hero_critical_damage_bonus_pct|hero_attack_armor_reduction|hero_attribute_growth|hero_attribute_bonus_pct|hero_final_damage_bonus_pct|hero_attack_interval_reduction,1000000|30|100|15|15|15|15|0.03,implemented,63,1,ok,
lottery_greenwood_rampart,青林筑垣,积分道具,permanent,永久,墙护甲+30 墙每秒护甲+0.1 墙生命加成+10% 墙护甲加成+10% 墙每秒生命+10 星悦积分+88,ssr,item,item_crimson_guard,400,2388,1,wall_armor|wall_armor_per_second|wall_health_bonus_pct|wall_armor_bonus_pct|wall_health_per_second,30|0.1|10|10|10,implemented,64,1,ok,
lottery_lumber_expert,伐木高手,积分道具,permanent,永久,金矿效率+10% 伐木效率+2 每秒金币+10 每秒木材+10 伐木工攻速+10% 星悦积分+88,ssr,item,item_ogre_axe,400,2388,1,gold_mine_efficiency_pct|lumberjack_efficiency|gold_per_second|wood_per_second|lumberjack_attack_speed_bonus_pct,10|2|10|10|10,implemented,65,1,ok,
lottery_woodforged_thousand_arrows,木筑万锋,积分道具,permanent,永久,箭塔攻速+15% 箭塔最终伤害+15% 箭塔攻击减甲+0.1 箭塔每秒攻击+20 箭塔造成伤害攻击+3 星悦积分+88,ssr,item,item_mjollnir,400,2388,1,tower_attack_speed_bonus_pct|tower_final_damage_bonus_pct|tower_attack_armor_reduction|tower_attack_per_second|tower_damage_attack_growth,15|15|0.1|20|3,implemented,66,1,ok,
lottery_greenwood_nirvana,青林涅槃,积分道具,permanent,永久,英雄攻击全属性+5 英雄全属性加成+8% 英雄攻击减甲+4 英雄攻击速度加成+10% 英雄最终伤害+10% 星悦积分+88,ssr,item,item_daedalus,400,2388,1,hero_attribute_growth|hero_attribute_bonus_pct|hero_attack_armor_reduction|hero_attack_speed_bonus_pct|hero_final_damage_bonus_pct,5|8|4|10|10,implemented,67,1,needs_confirmation,原表标记低置信；名称与静态数值已按当前工作簿录入。
lottery_fallen_sky_mine,堕落天矿,积分道具,permanent,永久,每秒金币+60 每秒木材+60 伐木效率+15 金矿效率+25% 金矿收益间隔时间-0.1 可以制造一个特殊金矿 占用全部金矿上限 继承全部金矿收益与资源消耗（可以后边再做） 星悦积分+200 （）,ur,item,item_ogre_axe,1000,5000,1,gold_per_second|wood_per_second|lumberjack_efficiency|gold_mine_efficiency_pct|gold_mine_income_interval_reduction,60|60|15|25|0.1,partial,68,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_jade_purity_sword_immortal,玉清剑仙,积分道具,permanent,永久,地图等级+1 英雄攻击减甲+15 英雄攻击攻击+15 英雄攻击全属性+15 英雄攻击加成+15% 英雄全属性加成10% 英雄最终伤害+10% 星悦积分+200,ur,item,item_daedalus,1000,5000,1,hero_attack_armor_reduction|hero_basic_attack_growth|hero_attribute_growth|hero_attack_bonus_pct|hero_attribute_bonus_pct|hero_final_damage_bonus_pct|map_level,15|15|15|15|10|10|1,partial,69,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_immortal_slaying_sword_array,诛仙剑阵,积分道具,permanent,永久,英雄暴击伤害+200% 英雄攻击全属性+20 英雄全属性加成+20% 英雄最终伤害+20% 星悦积分+200 英雄攻击减甲百分比+10%,ur,item,item_daedalus,1000,5000,1,hero_critical_damage_bonus_pct|hero_attribute_growth|hero_attribute_bonus_pct|hero_final_damage_bonus_pct|hero_attack_armor_reduction_pct,200|20|20|20|10,implemented,70,1,ok,
lottery_investiture_of_gods,封神榜,积分道具,permanent,永久,英雄攻击属性效率+8% 箭塔攻击加成+35%；箭塔最终伤害+35%；箭塔攻击间隔-0.1；英雄最终伤害+30%；英雄全属性加成+30%；英雄攻击减甲+20；星悦积分+200；每10波获得一个封神榜，可以进阶魔导器为光明版。,ur,item,item_mjollnir,1000,5000,1,hero_attack_attribute_efficiency_pct|tower_attack_bonus_pct|tower_final_damage_bonus_pct|tower_attack_interval_reduction|hero_final_damage_bonus_pct|hero_attribute_bonus_pct|hero_attack_armor_reduction,8|35|35|0.1|30|30|20,partial,71,1,ok,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
lottery_heavenly_puppet,天道傀儡,积分道具,permanent,永久,墙减伤+10% 墙护甲+500 墙每秒护甲+0.1 英雄最终伤害+10% 英雄全属性加成+10% 农民工拥有自动训练功能 天狱模式下结算信仰值+30%（还没做） 星悦积分+200,ur,item,item_crimson_guard,1000,5000,1,wall_damage_reduction_pct|wall_armor|wall_armor_per_second|hero_final_damage_bonus_pct|hero_attribute_bonus_pct,10|500|0.1|10|10,partial,72,1,needs_confirmation,静态数值已实现；来源中的复杂条件或解锁机制待独立规则接入。
