skill_id,skill_name,description,trigger_type,trigger_chance_pct,trigger_attack_count,target_scope,area_shape,area,damage_timing,duration,damage_interval,damage_multiplier,max_targets,attack_armor_reduction,enabled,notes,buff_id,strike_count,barrage_interval
#中文名:技能ID,技能名称,技能描述,触发类型,触发几率(%),触发所需攻击次数,目标范围,范围形状,范围,伤害时机,持续时间,伤害间隔,伤害倍率,最大目标数,攻击减甲,是否启用,备注,关联Buff ID,视觉雷柱次数,弹幕相邻发射间隔(秒)
#types:string,string,string,string,number,number,string,string,list,string,number,number,number,number,number,boolean,string,string,number,number
laser_lv04,激光LV4,每1秒造成攻击力160%伤害，同目标每秒递增5%，最高500%,on_attack,,,single,none,,periodic,,1,1.6,,,1,同目标递增上限500%；每次伤害Tick递增5%。,
laser_lv05,激光LV5,每1秒造成攻击力180%伤害，同目标每秒递增5%，最高500%,on_attack,,,single,none,,periodic,,1,1.8,,,1,同目标递增上限500%；每次伤害Tick递增5%；Lv5沿用录像最高档数值。,
arcane_cannon_lv01,魔能炮LV1,击杀后5秒内伤害+10%，最多4层,on_kill,,,self,none,,buff,5,,0.1,4,,1,,buff_arcane_cannon_damage
arcane_cannon_lv02,魔能炮LV2,击杀后5秒内伤害+10%，最多5层,on_kill,,,self,none,,buff,5,,0.1,5,,1,,buff_arcane_cannon_damage
arcane_cannon_lv03,魔能炮LV3,击杀后5秒内伤害+10%，最多6层,on_kill,,,self,none,,buff,5,,0.1,6,,1,,buff_arcane_cannon_damage
arcane_cannon_lv04,魔能炮LV4,击杀后5秒内伤害+10%，最多7层,on_kill,,,self,none,,buff,5,,0.1,7,,1,,buff_arcane_cannon_damage
arcane_cannon_lv05,魔能炮LV5,击杀后5秒内伤害+10%，最多7层,on_kill,,,self,none,,buff,5,,0.1,7,,1,Lv5沿用录像最高档数值；本次仅修正技能等级编号，不外推新数值。,buff_arcane_cannon_damage
arcane_eye_lv01,魔能之眼LV1,每次激光结算时，主目标周围150码内其他敌人受到本次激光伤害的30%,on_laser_hit,,,area,circle,150,instant,,,0.3,,,1,以激光主目标为圆心；排除主目标；次级伤害按物理伤害独立结算。,
lightning_strike_lv01,闪电打击LV1,连锁攻击最多4个敌人；首目标造成100%攻击力物理伤害，之后每隔0.1秒从上一目标400范围内寻找最近敌人，每跳线性衰减10%,on_attack,,,multi,none,500,instant,,,1,4,,1,伤害依次为100%/90%/80%/70%；不重复命中；附近无新目标时立即结束；物理伤害进入护甲结算。,,
lightning_strike_lv02,闪电打击LV2,连锁攻击最多5个敌人；首目标造成100%攻击力物理伤害，之后每隔0.1秒从上一目标400范围内寻找最近敌人，每跳线性衰减10%,on_attack,,,multi,none,500,instant,,,1,5,,1,伤害依次为100%/90%/80%/70%/60%；不重复命中；附近无新目标时立即结束；物理伤害进入护甲结算。,,
lightning_strike_lv03,闪电打击LV3,连锁攻击最多6个敌人；首目标造成100%攻击力物理伤害，之后每隔0.1秒从上一目标400范围内寻找最近敌人，每跳线性衰减10%,on_attack,,,multi,none,500,instant,,,1,6,,1,伤害依次为100%/90%/80%/70%/60%/50%；不重复命中；附近无新目标时立即结束；物理伤害进入护甲结算。,,
lightning_strike_lv04,闪电打击LV4,连锁攻击最多7个敌人；首目标造成100%攻击力物理伤害，之后每隔0.1秒从上一目标400范围内寻找最近敌人，每跳线性衰减10%,on_attack,,,multi,none,500,instant,,,1,7,,1,伤害依次为100%/90%/80%/70%/60%/50%/40%；不重复命中；附近无新目标时立即结束；物理伤害进入护甲结算。,,
lightning_strike_lv05,闪电打击LV5,连锁攻击最多7个敌人；首目标造成100%攻击力物理伤害，之后每隔0.1秒从上一目标400范围内寻找最近敌人，每跳线性衰减10%,on_attack,,,multi,none,500,instant,,,1,7,,1,伤害依次为100%/90%/80%/70%/60%/50%/40%；不重复命中；附近无新目标时立即结束；物理伤害进入护甲结算。,,
lightning_storm_lv01,闪电魔塔LV1,闪电打击击杀敌方单位时，以死亡位置为中心立即对300范围内全部敌人造成触发时攻击力110%的物理伤害；随后1秒内随机落下5道仅视觉雷柱,on_kill,,,area,circle,300,instant,1,,1.1,,,1,仅闪电打击击杀触发；范围伤害只查询和结算一次；落雷命中才发布雷电命中事件；视觉雷柱不查询敌人、不造成伤害。,,5
lightning_storm_lv02,闪电魔塔LV2,闪电打击击杀敌方单位时，以死亡位置为中心立即对300范围内全部敌人造成触发时攻击力120%的物理伤害；随后1秒内随机落下6道仅视觉雷柱,on_kill,,,area,circle,300,instant,1,,1.2,,,1,仅闪电打击击杀触发；范围伤害只查询和结算一次；落雷命中才发布雷电命中事件；视觉雷柱不查询敌人、不造成伤害。,,6
lightning_storm_lv03,闪电魔塔LV3,闪电打击击杀敌方单位时，以死亡位置为中心立即对300范围内全部敌人造成触发时攻击力130%的物理伤害；随后1秒内随机落下7道仅视觉雷柱,on_kill,,,area,circle,300,instant,1,,1.3,,,1,仅闪电打击击杀触发；范围伤害只查询和结算一次；落雷命中才发布雷电命中事件；视觉雷柱不查询敌人、不造成伤害。,,7
lightning_storm_lv04,闪电魔塔LV4,闪电打击击杀敌方单位时，以死亡位置为中心立即对300范围内全部敌人造成触发时攻击力140%的物理伤害；随后1秒内随机落下8道仅视觉雷柱,on_kill,,,area,circle,300,instant,1,,1.4,,,1,仅闪电打击击杀触发；范围伤害只查询和结算一次；落雷命中才发布雷电命中事件；视觉雷柱不查询敌人、不造成伤害。,,8
lightning_storm_lv05,闪电魔塔LV5,闪电打击击杀敌方单位时，以死亡位置为中心立即对300范围内全部敌人造成触发时攻击力150%的物理伤害；随后1秒内随机落下9道仅视觉雷柱,on_kill,,,area,circle,300,instant,1,,1.5,,,1,仅闪电打击击杀触发；范围伤害只查询和结算一次；落雷命中才发布雷电命中事件；视觉雷柱不查询敌人、不造成伤害。,,9
lightning_diffusion_lv01,雷电扩散LV1,落雷命中时30%几率触发电圈，对半径200码造成该次物理伤害200%；电圈伤害为物理伤害且不会递归,on_lightning,30,,multi,circle,200,instant,,,2,,,1,,
machine_gun_lv01,机枪LV1,攻击速度+20%,passive,,,self,none,,buff,,,0.2,,,1,,
machine_gun_lv02,机枪LV2,攻击速度+40%,passive,,,self,none,,buff,,,0.4,,,1,,
machine_gun_lv03,机枪LV3,攻击速度+60%,passive,,,self,none,,buff,,,0.6,,,1,,
machine_gun_lv04,机枪LV4,攻击速度+80%,passive,,,self,none,,buff,,,0.8,,,1,,
machine_gun_lv05,机枪LV5,攻击速度+100%,passive,,,self,none,,buff,,,1,,,1,以0.22秒基础攻击间隔计算，每级增加20%攻速。,
bounty_machine_gun_lv01,赏金机枪LV1,每次攻击金币+5,on_attack,,,self,none,,instant,,,5,,,1,,
bounty_machine_gun_lv02,赏金机枪LV2,每次攻击金币+7,on_attack,,,self,none,,instant,,,7,,,1,,
bounty_machine_gun_lv03,赏金机枪LV3,每次攻击金币+9,on_attack,,,self,none,,instant,,,9,,,1,,
bounty_machine_gun_lv04,赏金机枪LV4,每次攻击金币+11,on_attack,,,self,none,,instant,,,11,,,1,,
bounty_machine_gun_lv05,赏金机枪LV5,每次攻击金币+11,on_attack,,,self,none,,instant,,,11,,,1,Lv5沿用录像最高档数值；本次仅修正技能等级编号，不外推新数值。,
explosive_gatling_lv01,爆矢加特林LV1,同一目标攻击5次或击杀后攻速+20%，持续3秒，不可叠加可刷新,on_attack_or_kill,,,self,none,,buff,3,,0.2,,,1,同一目标攻击计数达到5次或击杀任意单位,buff_explosive_gatling_attack_speed
multi_attack_lv01,多重攻击LV1,同步攻击最多4个敌人；造成105%攻击力物理伤害，对地面单位造成189%伤害,on_attack,,,multi,none,,instant,,,1.05,4,,1,主箭与分裂箭使用相同倍率；对地倍率为105%×1.8；每个目标只承受一支箭。,
multi_attack_lv02,多重攻击LV2,同步攻击最多5个敌人；造成105%攻击力物理伤害，对地面单位造成189%伤害,on_attack,,,multi,none,,instant,,,1.05,5,,1,主箭与分裂箭使用相同倍率；对地倍率为105%×1.8；每个目标只承受一支箭。,
multi_attack_lv03,多重攻击LV3,同步攻击最多6个敌人；造成105%攻击力物理伤害，对地面单位造成189%伤害,on_attack,,,multi,none,,instant,,,1.05,6,,1,主箭与分裂箭使用相同倍率；对地倍率为105%×1.8；每个目标只承受一支箭。,
multi_attack_lv04,多重攻击LV4,同步攻击最多7个敌人；造成105%攻击力物理伤害，对地面单位造成189%伤害,on_attack,,,multi,none,,instant,,,1.05,7,,1,主箭与分裂箭使用相同倍率；对地倍率为105%×1.8；每个目标只承受一支箭。,
multi_attack_lv05,多重攻击LV5,同步攻击最多7个敌人；造成105%攻击力物理伤害，对地面单位造成189%伤害,on_attack,,,multi,none,,instant,,,1.05,7,,1,主箭与分裂箭使用相同倍率；对地倍率为105%×1.8；每个目标只承受一支箭。,
piercing_ballista_lv01,穿透弩炮LV1,攻击无视敌人15%护甲,passive,,,single,none,,instant,3,,,,15,1,,debuff_piercing_armor
piercing_ballista_lv02,穿透弩炮LV2,攻击无视敌人20%护甲,passive,,,single,none,,instant,3,,,,20,1,,debuff_piercing_armor
piercing_ballista_lv03,穿透弩炮LV3,攻击无视敌人25%护甲,passive,,,single,none,,instant,3,,,,25,1,,debuff_piercing_armor
piercing_ballista_lv04,穿透弩炮LV4,攻击无视敌人30%护甲,passive,,,single,none,,instant,3,,,,30,1,,debuff_piercing_armor
piercing_ballista_lv05,穿透弩炮LV5,攻击无视敌人30%护甲,passive,,,single,none,,instant,3,,,,30,1,Lv5沿用录像最高档数值；本次仅修正技能等级编号，不外推新数值。,debuff_piercing_armor
burning_great_arrow_lv01,炙热巨箭塔LV1,发射巨箭对路径敌人造成攻击力324%的物理伤害；第n个命中目标从n=0开始，伤害再乘0.8^n；无视30%护甲,on_attack,,,path,none,,instant,,,3.24,,,1,普通攻击仅保留动作且不造成伤害；地面与飞行目标一致；穿透倍率读取tower_skill_damage_rules.csv。,
frost_attack_lv01,冰霜攻击LV1,攻击对主目标造成全额伤害，并对半径100码内其他目标造成50%物理伤害；范围内目标减速25%，持续2秒,on_attack,,,area,circle,100,instant,2,,0.5,,,1,主目标由原生普通攻击结算；仅其他目标承受50%物理范围伤害；减速25%。,debuff_frost_move_slow
frost_attack_lv02,冰霜攻击LV2,攻击对主目标造成全额伤害，并对半径150码内其他目标造成50%物理伤害；范围内目标减速25%，持续2秒,on_attack,,,area,circle,150,instant,2,,0.5,,,1,主目标由原生普通攻击结算；仅其他目标承受50%物理范围伤害；减速25%。,debuff_frost_move_slow
frost_attack_lv03,冰霜攻击LV3,攻击对主目标造成全额伤害，并对半径200码内其他目标造成50%物理伤害；范围内目标减速25%，持续2秒,on_attack,,,area,circle,200,instant,2,,0.5,,,1,主目标由原生普通攻击结算；仅其他目标承受50%物理范围伤害；减速25%。,debuff_frost_move_slow
frost_attack_lv04,冰霜攻击LV4,攻击对主目标造成全额伤害，并对半径250码内其他目标造成50%物理伤害；范围内目标减速25%，持续2秒,on_attack,,,area,circle,250,instant,2,,0.5,,,1,主目标由原生普通攻击结算；仅其他目标承受50%物理范围伤害；减速25%。,debuff_frost_move_slow
frost_attack_lv05,冰霜攻击LV5,攻击对主目标造成全额伤害，并对半径250码内其他目标造成50%物理伤害；范围内目标减速25%，持续2秒,on_attack,,,area,circle,250,instant,2,,0.5,,,1,主目标由原生普通攻击结算；仅其他目标承受50%物理范围伤害；减速25%；Lv5沿用最高档范围。,debuff_frost_move_slow
ice_blizzard_lv01,寒冰尖塔LV1,攻击时10%概率触发落冰，每秒对300码范围造成触发时攻击力50%的物理伤害并减速25%，共4波,attack_chance,10,,area,circle,300,periodic,4,1,0.5,,,1,物理伤害进入护甲结算；共4次伤害Tick，每次短时刷新区域内减速，离开区域后自然移除。,debuff_blizzard_move_slow
ice_blizzard_lv02,寒冰尖塔LV2,攻击时12%概率触发落冰，每秒对300码范围造成触发时攻击力50%的物理伤害并减速25%，共4波,attack_chance,12,,area,circle,300,periodic,4,1,0.5,,,1,物理伤害进入护甲结算；共4次伤害Tick，每次短时刷新区域内减速，离开区域后自然移除。,debuff_blizzard_move_slow
ice_blizzard_lv03,寒冰尖塔LV3,攻击时14%概率触发落冰，每秒对300码范围造成触发时攻击力50%的物理伤害并减速25%，共4波,attack_chance,14,,area,circle,300,periodic,4,1,0.5,,,1,物理伤害进入护甲结算；共4次伤害Tick，每次短时刷新区域内减速，离开区域后自然移除。,debuff_blizzard_move_slow
ice_blizzard_lv04,寒冰尖塔LV4,攻击时16%概率触发落冰，每秒对300码范围造成触发时攻击力50%的物理伤害并减速25%，共4波,attack_chance,16,,area,circle,300,periodic,4,1,0.5,,,1,物理伤害进入护甲结算；共4次伤害Tick，每次短时刷新区域内减速，离开区域后自然移除。,debuff_blizzard_move_slow
ice_blizzard_lv05,寒冰尖塔LV5,攻击时16%概率触发落冰，每秒对300码范围造成触发时攻击力50%的物理伤害并减速25%，共4波,attack_chance,16,,area,circle,300,periodic,4,1,0.5,,,1,物理伤害进入护甲结算；共4次伤害Tick，每次短时刷新区域内减速，离开区域后自然移除。,debuff_blizzard_move_slow
polar_obelisk_lv01,极地方尖碑LV1,半径400码范围敌人攻击速度降低20%,passive,,,area,circle,400,buff,,,0.8,,,1,,debuff_polar_attack_slow
anti_air_missile_lv01,防空炮LV1,每秒一轮对同一飞行目标发射4枚普通攻击飞弹；相邻发射间隔0.333秒；每枚对空伤害提高90%,on_attack,,,single,none,,instant,,,1.9,4,,1,仅攻击飞行单位；首发不延迟；目标死亡后停止剩余飞弹且不转射。,,,0.333
anti_air_missile_lv02,防空炮LV2,每秒一轮对同一飞行目标发射5枚普通攻击飞弹；相邻发射间隔0.25秒；每枚对空伤害提高90%,on_attack,,,single,none,,instant,,,1.9,5,,1,仅攻击飞行单位；首发不延迟；目标死亡后停止剩余飞弹且不转射。,,,0.25
anti_air_missile_lv03,防空炮LV3,每秒一轮对同一飞行目标发射6枚普通攻击飞弹；相邻发射间隔0.2秒；每枚对空伤害提高90%,on_attack,,,single,none,,instant,,,1.9,6,,1,仅攻击飞行单位；首发不延迟；目标死亡后停止剩余飞弹且不转射。,,,0.2
anti_air_missile_lv04,防空炮LV4,每秒一轮对同一飞行目标发射7枚普通攻击飞弹；相邻发射间隔0.167秒；每枚对空伤害提高90%,on_attack,,,single,none,,instant,,,1.9,7,,1,仅攻击飞行单位；首发不延迟；目标死亡后停止剩余飞弹且不转射。,,,0.167
anti_air_missile_lv05,防空炮LV5,每秒一轮对同一飞行目标发射7枚普通攻击飞弹；相邻发射间隔0.167秒；每枚对空伤害提高90%,on_attack,,,single,none,,instant,,,1.9,7,,1,仅攻击飞行单位；首发不延迟；目标死亡后停止剩余飞弹且不转射。,,,0.167
drag_net_lv01,防空火炮LV1,每枚普通攻击命中飞行单位时有2%概率眩晕3秒,attack_chance,2,,single,none,,instant,3,,,,,1,仅对飞行单位；每枚真实命中独立判定。,,,
drag_net_lv02,防空火炮LV2,每枚普通攻击命中飞行单位时有3%概率眩晕3秒,attack_chance,3,,single,none,,instant,3,,,,,1,仅对飞行单位；每枚真实命中独立判定。,,,
drag_net_lv03,防空火炮LV3,每枚普通攻击命中飞行单位时有4%概率眩晕3秒,attack_chance,4,,single,none,,instant,3,,,,,1,仅对飞行单位；每枚真实命中独立判定。,,,
drag_net_lv04,防空火炮LV4,每枚普通攻击命中飞行单位时有5%概率眩晕3秒,attack_chance,5,,single,none,,instant,3,,,,,1,仅对飞行单位；每枚真实命中独立判定。,,,
drag_net_lv05,防空火炮LV5,每枚普通攻击命中飞行单位时有5%概率眩晕3秒,attack_chance,5,,single,none,,instant,3,,,,,1,仅对飞行单位；每枚真实命中独立判定。,,,
airspace_overlord_lv01,空域霸主LV1,500范围内敌方单位最终承伤提高20%；飞行敌人攻击速度额外降低20%,passive,,,area,circle,500,buff,,,0.2,,,1,同名效果不叠加；离开范围后恢复。,debuff_airspace_damage_taken
