tooltip_id,tooltip_type,id,name,needwood,needgold,desc,icon,source_id
ability:ability_survival_drow_companion,ability,ability_survival_drow_companion,黑暗游侠专属：小游侠,0,0,一转后激活。普通攻击命中时有10%概率召唤无敌小游侠，继承触发时英雄150%攻击力和100%攻击速度，持续10秒。小游侠每次攻击主目标及射程内最近另外4个敌人；次级攻击不触发附带效果；存续期间跳过召唤概率判定。,drow_ranger_multishot,skill_drow_companion
ability:ability_survival_earth_line,ability,ability_survival_earth_line,地裂冲击·被动,0,0,等级1：普通攻击命中时有12%概率从英雄触发位置向目标当时位置释放滚石。滚石以500速度直线移动且不追踪，总宽150；路径命中造成触发时全属性×3纯粹伤害，对命中前已眩晕的单位伤害翻倍。到达固定终点后仅播放无伤害爆炸。 等级2：滚石总宽提高至250，其他效果不变。 等级3：每个路径真实命中的敌人在伤害结算后独立有30%概率眩晕1秒。 等级4：完整继承等级3效果，无额外变化。 等级5：滚石首次真实命中敌人时，以命中位置为中心对300范围额外造成全属性×3纯粹伤害；每个范围目标若在结算前已眩晕则伤害翻倍，首个敌人也会承受该额外伤害。范围伤害不触发眩晕，滚石继续穿透至终点。,earthshaker_fissure,proto_earth_line
ability:ability_survival_echo_slash,ability,ability_survival_echo_slash,回音重斩·被动,0,0,等级1：普通攻击命中时有12%概率从英雄触发位置朝目标当时位置方向发射1道弧形斩。斩击总宽200，距离等于英雄攻击射程，1秒走完全程；路径内所有敌人受到触发时全属性×1纯粹伤害。 等级2：触发概率提高至15%，斩击数量增加至2道，每道间隔0.1秒。每道独立命中并造成完整伤害。 等级3：斩击数量增加至3道，其他效果不变。 等级4：完整继承等级3效果，无额外变化。 等级5：斩击数量增加至4道；每道斩击分别随机提高5%至20%伤害。,magnataur_shockwave,proto_echo_slash
ability:ability_survival_flame_burst,ability,ability_survival_flame_burst,爆炎弹·被动,0,0,等级1：攻击命中时有15%概率引爆目标位置，对500范围造成全属性×4纯粹伤害。 等级2：主爆炸命中的敌人被点燃，在3秒内总计受到全属性×2.2额外伤害。再次点燃会替换旧点燃并重新持续3秒。 等级3：点燃最多叠加5层；每层拥有独立的3秒持续时间和属性快照，超过5层时替换最早到期的一层。 等级4：完整继承等级3效果，无额外变化。 等级5：主爆炸后同时喷射3颗小火球，0.5秒后落在主爆炸中心200范围内的随机位置。每颗对250范围造成全属性×3伤害，并分别施加1层点燃。,lina_dragon_slave,proto_flame_burst
ability:ability_survival_frost_nova,ability,ability_survival_frost_nova,移动冰球·被动,0,0,等级1：攻击命中时有12%概率向目标方向释放冰球。冰球以360速度直线移动，每0.5秒对300范围造成全属性×2伤害。 等级2：冰球速度提高50%至540；每碰撞一个不同敌人，周期基础伤害提高5%，最多10次。 等级3：冰球影响半径扩大至350；飞行结束时爆炸，对350范围造成一次全属性×3伤害。 等级4：完整继承等级3效果，无额外变化。 等级5：冰球自动追踪最大移动距离内的随机敌人；最大移动距离提高50%，每移动100码周期基础伤害提高10%。目标死亡后直线飞向其死亡位置并爆炸。,crystal_maiden_crystal_nova,proto_frost_nova
ability:ability_survival_holy_pulse,ability,ability_survival_holy_pulse,元气弹·被动,0,0,等级1：攻击命中时有12%概率向英雄攻击射程内最近的最多5个敌人发射追踪元气弹。每颗命中造成触发时全属性×4纯粹伤害。 等级2：每颗元气弹命中时恢复英雄5%最大生命值，按实际命中数量分别恢复。 等级3：基础目标上限提高至7个；每次触发另有10%概率将本次目标上限提高至9个。 等级4：完整继承等级3效果，无额外变化。 等级5：每颗元气弹命中时独立有20%概率爆炸，对目标中心250范围内所有敌人额外造成该颗基础伤害60%的纯粹伤害；原目标也会重复承受爆炸伤害。,keeper_of_the_light_illuminate,proto_holy_pulse
ability:ability_survival_ice_cone,ability,ability_survival_ice_cone,寒冰锥·被动,0,0,等级1：普通攻击命中时有15%概率触发：以目标位置为中心，在500范围内立即落下冰锥，之后每秒落下1次，共3次。每次造成触发时全属性总和×1纯粹伤害。暴风雪结束前不能再次触发。 等级2：每次落冰使命中的敌人攻击速度降低20%，持续3秒；不可叠加，再次命中刷新持续时间。 等级3：每次落冰对每个命中的敌人独立进行判定，有20%概率冻结1秒；保留20%攻击速度降低。 等级4：完整继承等级3效果，无额外变化。 等级5：落冰次数增加至5次，暴风雪持续时间增加至5秒；攻击速度降低提高至40%，其他效果不变。,crystal_maiden_freezing_field,proto_ice_cone
ability:ability_survival_magic_slingshot,ability,ability_survival_magic_slingshot,魔法弹弓·被动,0,0,等级1：普通攻击命中时有10%概率触发：向英雄当前攻击射程内最近的5名敌人各发射一颗石弹。石弹命中造成全属性总和×3纯粹伤害并眩晕0.1秒。 等级2：眩晕时间延长至1秒；选敌时优先选择当前未被眩晕的敌人，不足5名时再由已眩晕敌人补足。 等级3：石弹命中瞬间若目标已处于眩晕状态，本颗石弹伤害提高至全属性总和×6；先结算旧眩晕增伤，再施加本次眩晕。 等级4：完整继承等级3效果，无额外变化。 等级5：石弹命中后尝试在目标位置生成半径200的碎石区，持续3秒。区域每秒造成全属性总和×1.2纯粹伤害，区域内敌人移动速度降低30%；多个区域减速不叠加，离开全部区域立即恢复。仍处于已有碎石区内的目标不会重复生成新区。,tiny_toss,proto_magic_slingshot
ability:ability_survival_meteor,ability,ability_survival_meteor,陨石坠落·被动,0,0,等级1：普通攻击命中时有12%概率在目标当时的位置坠落一颗陨石。落地后原地爆炸，不会滚动，对500范围造成触发时全属性×3纯粹伤害。陨石活动期间不能再次触发。 等级2：陨石落地后留下500范围熔岩区域，持续3秒；落地后的第1、2、3秒各造成一次触发时全属性×1纯粹伤害。 等级3：熔岩区域内的敌人降低30%移动速度；多个区域的减速不叠加，离开所有区域立即移除。 等级4：完整继承等级3效果，无额外变化。 等级5：第一颗陨石落地0.5秒后，在同一位置落下第二颗陨石。第二颗爆炸和熔岩伤害均为第一颗的80%；两片熔岩独立造成伤害。,invoker_chaos_meteor,proto_meteor
ability:ability_survival_monkey_king_agility,ability,ability_survival_monkey_king_agility,齐天大圣专属：身外化身,0,0,十转激活。终极塔继承英雄暴击与最终攻击，并可在英雄当前位置和城墙之间无冷却切换。,monkey_king_mischief,skill_monkey_king_agility
ability:ability_survival_monkey_king_exclusive,ability,ability_survival_monkey_king_exclusive,齐天大圣专属：棍式,0,0,一转激活。主攻击命中时有10%概率朝目标方向挥出1200×200棍击，对范围敌人造成全属性×30与最大生命10%的纯粹伤害；生命伤害每个敌人最多3次。,monkey_king_boundless_strike,skill_monkey_king_exclusive
ability:ability_survival_monkey_king_fury,ability,ability_survival_monkey_king_fury,齐天大圣专属：混沌神猿,0,0,三转激活。暴击伤害提高至2200%，攻击间隔减少0.1秒；每60秒永久复利增加2%全属性，并召唤唯一永久分身。,monkey_king_jingu_mastery,skill_monkey_king_fury
ability:ability_survival_monkey_king_swiftness,ability,ability_survival_monkey_king_swiftness,齐天大圣专属：齐天,0,0,六转激活。最终攻击力使用独立三倍乘区；仅本体主普通攻击实际暴击时对主目标追加全属性×5纯粹伤害。,monkey_king_tree_dance,skill_monkey_king_swiftness
ability:ability_survival_poison_cloud,ability,ability_survival_poison_cloud,毒云·被动,0,0,等级1：普通攻击命中时，12%概率在目标位置生成400范围毒云，持续5秒；第1至第5秒各造成一次触发时全属性总和×1纯粹伤害。毒云活动期间同一英雄不会再次触发毒云。 等级2：毒云每次整秒伤害命中使敌人的实时总护甲降低20%，最多3层（60%）；离开毒云或毒云消失时立即恢复毒云降低的护甲。 等级3：触发概率提高至20%，毒云持续时间增加至7秒，因此第1至第7秒各造成一次伤害。 等级4：完整继承等级3效果，无额外变化。 等级5：毒云中的敌人死亡时，以死亡位置为中心对300范围造成一次触发时全属性总和×3纯粹伤害；死亡爆炸可继续引发毒云内敌人的连锁爆炸。,viper_nethertoxin,proto_poison_cloud
ability:ability_survival_shadow_fiend_raze,ability,ability_survival_shadow_fiend_raze,影魔专属：影压,0,0,一转后激活。普通攻击命中时有10%概率在目标位置释放250范围影压。影压先增加1层再造成纯粹伤害，1至5层分别为全属性×27.5、×30、×32.5、×35、×37.5；最多5层，每层独立持续3秒。,nevermore_shadowraze1,skill_shadow_fiend_raze
ability:ability_survival_void_pulse,ability,ability_survival_void_pulse,虚空震爆·被动,0,0,等级1：普通攻击命中时有15%概率从攻击者位置释放龙卷风。龙卷风以500速度追踪原攻击目标，第一次到达后附着跟随目标；目标死亡则停在死亡位置。持续3秒，在生成时及第1、2秒实时读取全属性，对中心300范围造成全属性×2纯粹伤害。 等级2：完整继承等级1效果，无额外变化。 等级3：龙卷风中心600范围内的敌人持续降低20%移动速度；被主龙卷伤害命中的敌人在仍处于该范围时额外降低15%，总计35%，离开范围立即移除。 等级4：完整继承等级3效果，无额外变化。 等级5：主龙卷结束时，按仍存活的已命中不同目标数量在结束位置生成小龙卷。小龙卷随机选择这些目标的方向，以相同速度移动2秒，每秒造成主龙卷60%的实时属性伤害，并仅施加20%范围减速。,invoker_tornado,proto_void_pulse
ability:airspace_overlord_lv01,ability,airspace_overlord_lv01,空域霸主LV1,0,0,500范围内敌方单位最终承伤提高20%；飞行敌人攻击速度额外降低20%,,airspace_overlord_lv01
ability:anti_air_missile_lv01,ability,anti_air_missile_lv01,防空炮LV1,0,0,每秒一轮对同一飞行目标发射4枚普通攻击飞弹；相邻发射间隔0.333秒；每枚对空伤害提高90%,,anti_air_missile_lv01
ability:anti_air_missile_lv02,ability,anti_air_missile_lv02,防空炮LV2,0,0,每秒一轮对同一飞行目标发射5枚普通攻击飞弹；相邻发射间隔0.25秒；每枚对空伤害提高90%,,anti_air_missile_lv02
ability:anti_air_missile_lv03,ability,anti_air_missile_lv03,防空炮LV3,0,0,每秒一轮对同一飞行目标发射6枚普通攻击飞弹；相邻发射间隔0.2秒；每枚对空伤害提高90%,,anti_air_missile_lv03
ability:anti_air_missile_lv04,ability,anti_air_missile_lv04,防空炮LV4,0,0,每秒一轮对同一飞行目标发射7枚普通攻击飞弹；相邻发射间隔0.167秒；每枚对空伤害提高90%,,anti_air_missile_lv04
ability:anti_air_missile_lv05,ability,anti_air_missile_lv05,防空炮LV5,0,0,每秒一轮对同一飞行目标发射7枚普通攻击飞弹；相邻发射间隔0.167秒；每枚对空伤害提高90%,,anti_air_missile_lv05
ability:arcane_cannon_lv01,ability,arcane_cannon_lv01,魔能炮LV1,0,0,击杀后5秒内伤害+10%，最多4层,,arcane_cannon_lv01
ability:arcane_cannon_lv02,ability,arcane_cannon_lv02,魔能炮LV2,0,0,击杀后5秒内伤害+10%，最多5层,,arcane_cannon_lv02
ability:arcane_cannon_lv03,ability,arcane_cannon_lv03,魔能炮LV3,0,0,击杀后5秒内伤害+10%，最多6层,,arcane_cannon_lv03
ability:arcane_cannon_lv04,ability,arcane_cannon_lv04,魔能炮LV4,0,0,击杀后5秒内伤害+10%，最多7层,,arcane_cannon_lv04
ability:arcane_cannon_lv05,ability,arcane_cannon_lv05,魔能炮LV5,0,0,击杀后5秒内伤害+10%，最多7层,,arcane_cannon_lv05
ability:arcane_eye_lv01,ability,arcane_eye_lv01,魔能之眼LV1,0,0,每次激光结算时，主目标周围150码内其他敌人受到本次激光伤害的30%,,arcane_eye_lv01
ability:bone_cannon_lv01,ability,bone_cannon_lv01,碎骨重炮LV1,0,0,每攻击9次下一击必定造成10倍暴击,,bone_cannon_lv01
ability:bone_cannon_lv02,ability,bone_cannon_lv02,碎骨重炮LV2,0,0,每攻击8次下一击必定造成10倍暴击,,bone_cannon_lv02
ability:bone_cannon_lv03,ability,bone_cannon_lv03,碎骨重炮LV3,0,0,每攻击7次下一击必定造成10倍暴击,,bone_cannon_lv03
ability:bone_cannon_lv04,ability,bone_cannon_lv04,碎骨重炮LV4,0,0,每攻击6次下一击必定造成10倍暴击,,bone_cannon_lv04
ability:bone_cannon_lv05,ability,bone_cannon_lv05,碎骨重炮LV5,0,0,每攻击6次下一击必定造成10倍暴击,,bone_cannon_lv05
ability:bounty_machine_gun_lv01,ability,bounty_machine_gun_lv01,赏金机枪LV1,0,0,每次攻击金币+5,,bounty_machine_gun_lv01
ability:bounty_machine_gun_lv02,ability,bounty_machine_gun_lv02,赏金机枪LV2,0,0,每次攻击金币+7,,bounty_machine_gun_lv02
ability:bounty_machine_gun_lv03,ability,bounty_machine_gun_lv03,赏金机枪LV3,0,0,每次攻击金币+9,,bounty_machine_gun_lv03
ability:bounty_machine_gun_lv04,ability,bounty_machine_gun_lv04,赏金机枪LV4,0,0,每次攻击金币+11,,bounty_machine_gun_lv04
ability:bounty_machine_gun_lv05,ability,bounty_machine_gun_lv05,赏金机枪LV5,0,0,每次攻击金币+11,,bounty_machine_gun_lv05
ability:burning_great_arrow_lv01,ability,burning_great_arrow_lv01,炙热巨箭塔LV1,0,0,发射巨箭对路径敌人造成攻击力324%的物理伤害；第n个命中目标从n=0开始，伤害再乘0.8^n；无视30%护甲,,burning_great_arrow_lv01
ability:critical_strike_lv01,ability,critical_strike_lv01,致命一击LV1,0,0,13%概率造成5倍普通攻击伤害,,critical_strike_lv01
ability:critical_strike_lv02,ability,critical_strike_lv02,致命一击LV2,0,0,16%概率造成5倍普通攻击伤害,,critical_strike_lv02
ability:critical_strike_lv03,ability,critical_strike_lv03,致命一击LV3,0,0,19%概率造成5倍普通攻击伤害,,critical_strike_lv03
ability:critical_strike_lv04,ability,critical_strike_lv04,致命一击LV4,0,0,22%概率造成5倍普通攻击伤害,,critical_strike_lv04
ability:critical_strike_lv05,ability,critical_strike_lv05,致命一击LV5,0,0,22%概率造成5倍普通攻击伤害,,critical_strike_lv05
ability:death_grenade_lv01,ability,death_grenade_lv01,死神榴弹炮Lv1,0,0,暴击时有10%概率对原目标追加一次等同于该次暴击的物理伤害,,death_grenade_lv01
ability:drag_net_lv01,ability,drag_net_lv01,防空火炮LV1,0,0,每枚普通攻击命中飞行单位时有2%概率眩晕3秒,,drag_net_lv01
ability:drag_net_lv02,ability,drag_net_lv02,防空火炮LV2,0,0,每枚普通攻击命中飞行单位时有3%概率眩晕3秒,,drag_net_lv02
ability:drag_net_lv03,ability,drag_net_lv03,防空火炮LV3,0,0,每枚普通攻击命中飞行单位时有4%概率眩晕3秒,,drag_net_lv03
ability:drag_net_lv04,ability,drag_net_lv04,防空火炮LV4,0,0,每枚普通攻击命中飞行单位时有5%概率眩晕3秒,,drag_net_lv04
ability:drag_net_lv05,ability,drag_net_lv05,防空火炮LV5,0,0,每枚普通攻击命中飞行单位时有5%概率眩晕3秒,,drag_net_lv05
ability:explosive_gatling_lv01,ability,explosive_gatling_lv01,爆矢加特林LV1,0,0,同一目标攻击5次或击杀后攻速+20%，持续3秒，不可叠加可刷新,,explosive_gatling_lv01
ability:frost_attack_lv01,ability,frost_attack_lv01,冰霜攻击LV1,0,0,攻击对主目标造成全额伤害，并对半径100码内其他目标造成50%物理伤害；范围内目标减速25%，持续2秒,,frost_attack_lv01
ability:frost_attack_lv02,ability,frost_attack_lv02,冰霜攻击LV2,0,0,攻击对主目标造成全额伤害，并对半径150码内其他目标造成50%物理伤害；范围内目标减速25%，持续2秒,,frost_attack_lv02
ability:frost_attack_lv03,ability,frost_attack_lv03,冰霜攻击LV3,0,0,攻击对主目标造成全额伤害，并对半径200码内其他目标造成50%物理伤害；范围内目标减速25%，持续2秒,,frost_attack_lv03
ability:frost_attack_lv04,ability,frost_attack_lv04,冰霜攻击LV4,0,0,攻击对主目标造成全额伤害，并对半径250码内其他目标造成50%物理伤害；范围内目标减速25%，持续2秒,,frost_attack_lv04
ability:frost_attack_lv05,ability,frost_attack_lv05,冰霜攻击LV5,0,0,攻击对主目标造成全额伤害，并对半径250码内其他目标造成50%物理伤害；范围内目标减速25%，持续2秒,,frost_attack_lv05
ability:ice_blizzard_lv01,ability,ice_blizzard_lv01,寒冰尖塔LV1,0,0,攻击时10%概率触发落冰，每秒对300码范围造成触发时攻击力50%的物理伤害并减速25%，共4波,,ice_blizzard_lv01
ability:ice_blizzard_lv02,ability,ice_blizzard_lv02,寒冰尖塔LV2,0,0,攻击时12%概率触发落冰，每秒对300码范围造成触发时攻击力50%的物理伤害并减速25%，共4波,,ice_blizzard_lv02
ability:ice_blizzard_lv03,ability,ice_blizzard_lv03,寒冰尖塔LV3,0,0,攻击时14%概率触发落冰，每秒对300码范围造成触发时攻击力50%的物理伤害并减速25%，共4波,,ice_blizzard_lv03
ability:ice_blizzard_lv04,ability,ice_blizzard_lv04,寒冰尖塔LV4,0,0,攻击时16%概率触发落冰，每秒对300码范围造成触发时攻击力50%的物理伤害并减速25%，共4波,,ice_blizzard_lv04
ability:ice_blizzard_lv05,ability,ice_blizzard_lv05,寒冰尖塔LV5,0,0,攻击时16%概率触发落冰，每秒对300码范围造成触发时攻击力50%的物理伤害并减速25%，共4波,,ice_blizzard_lv05
ability:laser_lv01,ability,laser_lv01,激光LV1,0,0,每1秒造成攻击力100%伤害，同目标每秒递增5%，最高500%,,laser_lv01
ability:laser_lv02,ability,laser_lv02,激光LV2,0,0,每1秒造成攻击力120%伤害，同目标每秒递增5%，最高500%,,laser_lv02
ability:laser_lv03,ability,laser_lv03,激光LV3,0,0,每1秒造成攻击力140%伤害，同目标每秒递增5%，最高500%,,laser_lv03
ability:laser_lv04,ability,laser_lv04,激光LV4,0,0,每1秒造成攻击力160%伤害，同目标每秒递增5%，最高500%,,laser_lv04
ability:laser_lv05,ability,laser_lv05,激光LV5,0,0,每1秒造成攻击力180%伤害，同目标每秒递增5%，最高500%,,laser_lv05
ability:lightning_diffusion_lv01,ability,lightning_diffusion_lv01,雷电扩散LV1,0,0,落雷命中时30%几率触发电圈，对半径200码造成该次物理伤害200%；电圈伤害为物理伤害且不会递归,,lightning_diffusion_lv01
ability:lightning_storm_lv01,ability,lightning_storm_lv01,闪电魔塔LV1,0,0,闪电打击击杀敌方单位时，以死亡位置为中心立即对300范围内全部敌人造成触发时攻击力110%的物理伤害；随后1秒内随机落下5道仅视觉雷柱,,lightning_storm_lv01
ability:lightning_storm_lv02,ability,lightning_storm_lv02,闪电魔塔LV2,0,0,闪电打击击杀敌方单位时，以死亡位置为中心立即对300范围内全部敌人造成触发时攻击力120%的物理伤害；随后1秒内随机落下6道仅视觉雷柱,,lightning_storm_lv02
ability:lightning_storm_lv03,ability,lightning_storm_lv03,闪电魔塔LV3,0,0,闪电打击击杀敌方单位时，以死亡位置为中心立即对300范围内全部敌人造成触发时攻击力130%的物理伤害；随后1秒内随机落下7道仅视觉雷柱,,lightning_storm_lv03
ability:lightning_storm_lv04,ability,lightning_storm_lv04,闪电魔塔LV4,0,0,闪电打击击杀敌方单位时，以死亡位置为中心立即对300范围内全部敌人造成触发时攻击力140%的物理伤害；随后1秒内随机落下8道仅视觉雷柱,,lightning_storm_lv04
ability:lightning_storm_lv05,ability,lightning_storm_lv05,闪电魔塔LV5,0,0,闪电打击击杀敌方单位时，以死亡位置为中心立即对300范围内全部敌人造成触发时攻击力150%的物理伤害；随后1秒内随机落下9道仅视觉雷柱,,lightning_storm_lv05
ability:lightning_strike_lv01,ability,lightning_strike_lv01,闪电打击LV1,0,0,连锁攻击最多4个敌人；首目标造成100%攻击力物理伤害，之后每隔0.1秒从上一目标400范围内寻找最近敌人，每跳线性衰减10%,,lightning_strike_lv01
ability:lightning_strike_lv02,ability,lightning_strike_lv02,闪电打击LV2,0,0,连锁攻击最多5个敌人；首目标造成100%攻击力物理伤害，之后每隔0.1秒从上一目标400范围内寻找最近敌人，每跳线性衰减10%,,lightning_strike_lv02
ability:lightning_strike_lv03,ability,lightning_strike_lv03,闪电打击LV3,0,0,连锁攻击最多6个敌人；首目标造成100%攻击力物理伤害，之后每隔0.1秒从上一目标400范围内寻找最近敌人，每跳线性衰减10%,,lightning_strike_lv03
ability:lightning_strike_lv04,ability,lightning_strike_lv04,闪电打击LV4,0,0,连锁攻击最多7个敌人；首目标造成100%攻击力物理伤害，之后每隔0.1秒从上一目标400范围内寻找最近敌人，每跳线性衰减10%,,lightning_strike_lv04
ability:lightning_strike_lv05,ability,lightning_strike_lv05,闪电打击LV5,0,0,连锁攻击最多7个敌人；首目标造成100%攻击力物理伤害，之后每隔0.1秒从上一目标400范围内寻找最近敌人，每跳线性衰减10%,,lightning_strike_lv05
ability:machine_gun_lv01,ability,machine_gun_lv01,机枪LV1,0,0,攻击速度+20%,,machine_gun_lv01
ability:machine_gun_lv02,ability,machine_gun_lv02,机枪LV2,0,0,攻击速度+40%,,machine_gun_lv02
ability:machine_gun_lv03,ability,machine_gun_lv03,机枪LV3,0,0,攻击速度+60%,,machine_gun_lv03
ability:machine_gun_lv04,ability,machine_gun_lv04,机枪LV4,0,0,攻击速度+80%,,machine_gun_lv04
ability:machine_gun_lv05,ability,machine_gun_lv05,机枪LV5,0,0,攻击速度+100%,,machine_gun_lv05
ability:multi_attack_lv01,ability,multi_attack_lv01,多重攻击LV1,0,0,同步攻击最多4个敌人；造成105%攻击力物理伤害，对地面单位造成189%伤害,,multi_attack_lv01
ability:multi_attack_lv02,ability,multi_attack_lv02,多重攻击LV2,0,0,同步攻击最多5个敌人；造成105%攻击力物理伤害，对地面单位造成189%伤害,,multi_attack_lv02
ability:multi_attack_lv03,ability,multi_attack_lv03,多重攻击LV3,0,0,同步攻击最多6个敌人；造成105%攻击力物理伤害，对地面单位造成189%伤害,,multi_attack_lv03
ability:multi_attack_lv04,ability,multi_attack_lv04,多重攻击LV4,0,0,同步攻击最多7个敌人；造成105%攻击力物理伤害，对地面单位造成189%伤害,,multi_attack_lv04
ability:multi_attack_lv05,ability,multi_attack_lv05,多重攻击LV5,0,0,同步攻击最多7个敌人；造成105%攻击力物理伤害，对地面单位造成189%伤害,,multi_attack_lv05
ability:piercing_ballista_lv01,ability,piercing_ballista_lv01,穿透弩炮LV1,0,0,攻击无视敌人15%护甲,,piercing_ballista_lv01
ability:piercing_ballista_lv02,ability,piercing_ballista_lv02,穿透弩炮LV2,0,0,攻击无视敌人20%护甲,,piercing_ballista_lv02
ability:piercing_ballista_lv03,ability,piercing_ballista_lv03,穿透弩炮LV3,0,0,攻击无视敌人25%护甲,,piercing_ballista_lv03
ability:piercing_ballista_lv04,ability,piercing_ballista_lv04,穿透弩炮LV4,0,0,攻击无视敌人30%护甲,,piercing_ballista_lv04
ability:piercing_ballista_lv05,ability,piercing_ballista_lv05,穿透弩炮LV5,0,0,攻击无视敌人30%护甲,,piercing_ballista_lv05
ability:polar_obelisk_lv01,ability,polar_obelisk_lv01,极地方尖碑LV1,0,0,半径400码范围敌人攻击速度降低20%,,polar_obelisk_lv01
inventory_item:building_advanced_research_lab,inventory_item,building_advanced_research_lab,高级研究所,0,0,,,building_advanced_research_lab
inventory_item:building_arrow_tower,inventory_item,building_arrow_tower,箭塔,0,0,箭塔5级后进入五选一转职。,,building_arrow_tower
inventory_item:building_farm,inventory_item,building_farm,人口农场,0,0,,,building_farm
inventory_item:building_gold_mine,inventory_item,building_gold_mine,金矿,0,0,主城3级解锁；具体建造费用由building_levels或正式配置补充。,,building_gold_mine
inventory_item:building_hero_altar,inventory_item,building_hero_altar,英雄祭坛,0,0,祭坛建造前置为主城3级；祭坛被使用后shop_root_visible=true。,,building_hero_altar
inventory_item:building_main_city,inventory_item,building_main_city,主城,0,0,建造成功后Undying的建造主城技能在客户端置灰；服务端仍验证max_count=1。,,building_main_city
inventory_item:building_research_lab,inventory_item,building_research_lab,研究所,0,0,,,building_research_lab
inventory_item:building_wall,inventory_item,building_wall,城墙,0,0,建造成功后Undying的建造城墙技能在客户端置灰；服务端仍验证max_count=1。,,building_wall
